Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,16.2 (00:10),11.9 (08:00),14.1,39 (07:50),23 (08:00),6.7,0.6,4.3,1.8,0,41.144999999999996,1.163611111111111
Manresa,Barcelona,16.5 (14:50),10.4 (23:40),13.4,18 (16:00),11 (16:00),13,0,0.6,8,4.4,41.72,1.840277777777778
Barcelona,Barcelona,17.4 (09:20),12.7 (18:50),15,41 (06:40),30 (12:30),3.1,0,0,3.1,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,19.9 (11:40),12.4 (19:50),16.1,36 (22:20),15 (22:00),0.8,0,0,0.2,0.6,41.587500000000006,2.54
Santa Susanna,Barcelona,18.7 (11:40),10.9 (20:40),14.8,36 (07:00),17 (07:00),1.4,0,0,0.7,0.7,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,18.5 (13:10),9.2 (07:20),13.8,39 (13:50),24 (13:50),2.7,0,0,2,0.7,41.91166666666666,2.763333333333333
Porqueres,Girona,19.0 (12:20),9.6 (04:10),14.3,22 (13:20),12 (12:40),8.6,0,0,8.5,0.1,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,19.8 (01:40),12.9 (23:20),16.3,24 (01:30),18 (01:30),6.5,1.4,0.1,0.2,4.8,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.0 (02:20),9.4 (07:40),12.2,37 (02:20),10 (02:20),2.2,0,0.9,0.4,0.9,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,17.7 (00:10),13.6 (08:40),15.7,25 (10:30),18 (10:30),2.6,0,0.1,0,2.5,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,16.1 (18:00),11.4 (08:50),13.8,25 (01:00),12 (01:00),0.3,0,0.1,0,0.2,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,16.9 (16:00),13.2 (22:40),15,40 (03:00),29 (03:00),1.2,0,0.2,0,1,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,17.5 (03:00),13.4 (07:50),15.4,28 (02:50),14 (02:40),1.2,0,0.9,0,0.3,43.375,-3.0216666666666665
Güeñes,Bizkaia,17.1 (13:20),10.6 (05:40),13.9,17 (17:50),10 (18:00),0.8,0,0.8,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,17.1 (15:50),12.9 (06:30),15,24 (01:00),15 (17:20),0.6,0,0.6,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,17.3 (00:20),13.7 (21:40),15.5,47 (02:30),16 (02:20),1.6,0,0.7,0,0.9,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,18.7 (13:50),13.6 (07:50),16.2,35 (00:20),23 (00:30),3.3,3.3,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,15.8 (12:30),13.4 (05:20),14.6,38 (00:20),23 (00:20),3.2,3.2,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,17.1 (17:40),14.3 (09:00),15.7,32 (00:40),20 (00:40),0,0,0,0,0,43.39333333333333,-4.392222222222222
