Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Estaca de Bares,A Coruña,16.1 (12:10),13.9 (00:20),15,66 (21:10),55 (21:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,17.4 (15:10),13.1 (04:10),15.3,40 (15:00),22 (14:40),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,15.3 (14:40),12.9 (01:20),14.1,59 (18:30),43 (23:40),0.7,0.1,0.4,0.1,0.1,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,13.1 (14:10),11.9 (01:00),12.5,57 (21:10),45 (20:40),6.2,2.2,1.4,1.6,1,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,13.6 (14:20),12.3 (23:20),13,42 (20:10),20 (15:50),0.6,0,0,0.1,0.5,42.88805555555555,-8.410555555555556
Padrón,A Coruña,14.2 (15:20),12.6 (02:20),13.4,27 (14:50),12 (19:40),2.1,0.2,1.3,0.5,0.1,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,13.5 (14:30),12.5 (02:10),13,33 (22:00),14 (22:00),1.9,0.1,0.2,0.4,1.2,42.876111111111115,-8.555833333333334
Hellín,Albacete,17.3 (16:30),8.6 (03:30),12.9,47 (14:10),28 (13:50),0,0,0,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,16.0 (15:50),8.9 (23:59),12.4,39 (17:00),30 (16:40),0,0,0,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,12.9 (16:30),8.7 (23:59),10.8,40 (09:50),25 (15:20),1.2,0.6,0.6,0,0,38.93583333333333,-1.66
Albacete,Albacete,16.6 (16:30),10.7 (23:59),13.7,33 (15:00),15 (15:10),0.4,0.3,0.1,0,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,23.6 (13:50),12.3 (00:50),18,52 (13:50),37 (13:50),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,25.0 (14:20),12.9 (08:00),18.9,32 (14:20),17 (14:40),0,0,0,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,26.7 (16:10),9.8 (03:00),18.3,33 (10:20),20 (11:10),0,0,0,0,0,38.78361111111111,0.16777777777777778
Abla,Almería,22.5 (15:10),11.8 (23:50),17.2,24 (02:30),10 (02:40),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,19.6 (15:20),11.6 (03:40),15.6,17 (06:30),11 (13:00),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Huércal-Overa,Almería,24.7 (16:20),12.1 (00:50),18.4,34 (14:00),22 (14:10),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Vitoria Gasteiz Aeropuerto,Araba/Álava,16.5 (15:30),8.3 (02:10),12.4,17 (15:40),12 (16:00),2.5,1.1,1.1,0.3,0,42.871944444444445,-2.7327777777777778
Llanes,Asturias,21.1 (15:00),13.7 (00:00),17.4,23 (05:50),13 (06:00),0.4,0.4,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.3 (14:30),9.3 (23:59),14.8,17 (13:10),10 (15:00),0.2,0,0.2,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,18.4 (14:30),10.6 (22:50),14.5,26 (12:30),17 (12:30),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,18.8 (15:50),11.3 (23:59),15,22 (19:40),13 (02:30),0.2,0,0,0.2,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,19.1 (13:40),15.2 (07:50),17.2,50 (23:50),22 (23:50),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Puerto de Leitariegos,Asturias,12.6 (13:20),4.7 (06:40),8.7,46 (02:40),25 (03:50),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ávila,Ávila,15.6 (14:10),7.6 (23:40),11.6,29 (05:40),17 (05:40),0.6,0.6,0,0,0,40.659166666666664,-4.680000000000001
Herrera del Duque,Badajoz,14.7 (00:00),11.9 (08:50),13.3,21 (00:20),13 (00:20),0.2,0,0,0.2,0,39.169444444444444,-5.062222222222222
Don Benito,Badajoz,16.4 (16:40),13.0 (23:40),14.7,23 (06:40),13 (06:40),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,14.4 (16:10),10.5 (23:59),12.4,23 (03:00),15 (02:50),0.2,0,0,0.2,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,15.8 (15:50),11.1 (21:30),13.5,15 (01:50),10 (02:50),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,16.5 (17:00),12.5 (23:59),14.5,19 (01:50),14 (01:50),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,16.6 (16:30),12.6 (23:50),14.6,30 (23:59),24 (22:40),0.4,0.2,0.2,0,0,38.29861111111111,-6.765
Barcelona Aeropuerto,Barcelona,16.9 (13:20),5.8 (05:40),11.3,30 (07:40),21 (06:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,16.9 (17:20),-0.2 (07:10),8.3,14 (11:20),10 (14:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,15.1 (16:00),7.7 (07:50),11.4,20 (12:20),16 (12:20),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.6 (12:50),5.1 (02:50),10.4,14 (07:50),8 (07:10),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,14.4 (15:30),2.4 (03:20),8.4,15 (13:50),8 (12:50),0,0,0,0,0,41.65083333333333,2.6969444444444446
Punta Galea,Bizkaia,19.2 (14:20),14.3 (08:40),16.8,35 (04:00),22 (04:00),7.7,7,0.6,0.1,0,43.375,-3.0216666666666665
Bilbao Aeropuerto,Bizkaia,17.5 (15:50),12.5 (03:50),15,37 (08:30),23 (08:30),8.4,6,2.1,0.3,0,43.29805555555556,-2.906388888888889
Aranda de Duero,Burgos,14.0 (16:10),5.2 (23:40),9.6,25 (15:20),12 (15:40),0.6,0.6,0,0,0,41.66583333333333,-3.742777777777778
Palacios de la Sierra,Burgos,12.4 (14:50),7.1 (01:50),9.7,33 (19:10),19 (19:10),5.2,4.8,0.4,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,14.2 (16:10),9.0 (08:40),11.6,31 (19:50),21 (20:30),0.2,0.2,0,0,0,42.356944444444444,-3.620277777777778
Medina de Pomar,Burgos,19.2 (17:10),8.3 (05:10),13.8,18 (22:40),8 (14:10),1,0.8,0.2,0,0,42.919999999999995,-3.4827777777777778
Navalmoral de la Mata,Cáceres,17.3 (16:20),10.5 (22:00),13.9,45 (00:10),28 (00:20),0,0,0,0,0,39.94583333333333,-5.5825
