Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,22.2 (17:40),12.4 (23:30),17.3,63 (02:20),42 (02:20),2.7,2.7,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,22.5 (00:00),14.3 (09:00),18.4,33 (11:30),20 (00:50),23.3,15.9,7.4,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,18.2 (18:40),11.8 (10:50),15,32 (02:10),16 (01:50),16.6,8,7.8,0.8,0,41.72,1.840277777777778
Barcelona,Barcelona,22.3 (00:30),14.3 (07:30),18.3,33 (00:30),20 (00:30),30.3,20.7,9.3,0.3,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,19.3 (01:10),13.8 (08:10),16.5,37 (00:50),20 (02:00),25.6,23,1.9,0.7,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,18.0 (18:10),11.1 (23:30),14.6,35 (01:00),23 (02:30),13.7,12.7,0.8,0.2,0,41.91166666666666,2.763333333333333
Porqueres,Girona,19.6 (17:50),11.0 (23:59),15.3,17 (00:10),9 (02:50),7.8,5.9,1.8,0.1,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,21.1 (16:20),11.9 (23:59),16.5,26 (13:40),17 (04:30),1,0.1,0.9,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,17.6 (15:40),6.0 (04:40),11.8,21 (13:30),12 (13:20),0.1,0,0.1,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,21.8 (16:10),11.5 (05:00),16.6,22 (14:50),18 (14:50),0.1,0,0.1,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.5 (14:00),8.7 (02:10),14.1,19 (15:10),10 (17:00),0.1,0,0,0.1,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.6 (12:40),14.0 (21:20),16.3,39 (08:30),30 (14:20),0.2,0.2,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,21.1 (15:50),6.9 (08:30),14,15 (16:30),8 (16:30),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,20.9 (14:30),8.8 (06:10),14.8,26 (14:50),16 (14:50),0,0,0,0,0,43.29805555555556,-2.906388888888889
Santander Aeropuerto,Cantabria,21.6 (15:20),11.6 (04:40),16.6,26 (13:50),18 (13:50),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,19.9 (15:40),13.3 (06:00),16.6,25 (12:20),18 (09:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.1 (18:30),10.5 (03:10),15.3,21 (09:10),13 (07:50),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,23.4 (15:20),11.8 (00:50),17.6,17 (21:00),10 (21:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,21.4 (17:10),9.5 (02:00),15.4,34 (16:00),17 (15:50),0,0,0,0,0,43.52305555555555,-5.621111111111111
