Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Estaca de Bares,A Coruña,13.2 (14:10),9.3 (23:59),11.3,73 (03:00),56 (02:50),3,0,0,0,3,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,16.1 (15:30),8.5 (08:50),12.3,38 (00:10),17 (18:50),10.6,0,0,0.2,10.4,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,13.3 (12:30),8.9 (22:50),11.1,97 (04:50),46 (01:00),7.8,0.2,1.6,5,1,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,12.6 (14:00),8.0 (20:00),10.3,63 (00:10),44 (00:20),2.2,0,0.8,0.4,1,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,13.2 (14:20),6.2 (10:00),9.7,46 (00:10),28 (00:10),6.6,0.7,0,1.2,4.7,42.88805555555555,-8.410555555555556
Padrón,A Coruña,14.9 (15:00),7.5 (09:40),11.2,28 (01:50),10 (11:30),8.4,5.2,0,0,3.2,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,13.7 (14:40),7.9 (09:50),10.8,19 (00:30),6 (20:20),16,3,0.1,4.2,8.7,42.876111111111115,-8.555833333333334
Hellín,Albacete,16.4 (14:40),8.2 (08:00),12.3,20 (00:50),14 (00:50),0,0,0,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,18.9 (14:10),4.0 (07:10),11.4,38 (12:30),28 (12:40),0,0,0,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,15.6 (13:50),5.3 (08:10),10.5,34 (12:00),24 (10:20),0,0,0,0,0,38.93583333333333,-1.66
Albacete,Albacete,18.7 (15:00),5.7 (08:10),12.2,28 (12:20),10 (12:00),0,0,0,0,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,15.1 (12:30),9.8 (03:30),12.5,26 (13:00),20 (23:59),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,16.8 (14:20),9.9 (08:50),13.3,21 (14:20),11 (14:30),0,0,0,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,19.6 (14:30),6.8 (08:30),13.2,33 (23:30),19 (23:20),0,0,0,0,0,38.78361111111111,0.16777777777777778
Roquetas de Mar,Almería,16.7 (15:30),8.4 (06:30),12.6,49 (23:50),30 (22:20),0.2,0,0.2,0,0,36.68694444444444,-2.7016666666666667
Abla,Almería,22.7 (15:20),9.4 (07:10),16.1,31 (13:10),17 (13:00),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,18.4 (21:10),9.3 (06:50),13.8,39 (23:00),28 (23:00),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Huércal-Overa,Almería,20.4 (12:50),7.5 (08:20),13.9,18 (21:40),11 (13:20),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Vitoria Gasteiz Aeropuerto,Araba/Álava,13.7 (16:00),5.7 (23:59),9.7,32 (20:30),23 (20:30),0,0,0,0,0,42.871944444444445,-2.7327777777777778
Llanes,Asturias,14.7 (11:50),9.1 (06:40),11.9,19 (03:20),14 (03:20),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,13.5 (13:30),5.7 (08:40),9.6,21 (16:30),10 (16:30),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,12.6 (12:40),7.3 (08:20),10,24 (09:30),14 (04:00),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,11.0 (15:10),7.4 (08:50),9.2,22 (17:30),12 (17:30),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,13.6 (14:30),7.8 (08:40),10.7,30 (01:50),13 (06:10),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Puerto de Leitariegos,Asturias,2.5 (13:40),0.6 (09:30),1.6,57 (02:30),31 (02:40),0.4,0.4,0,0,0,42.994166666666665,-6.4141666666666675
Ávila,Ávila,9.7 (14:40),4.3 (18:30),7,41 (10:50),21 (11:20),0.2,0.2,0,0,0,40.659166666666664,-4.680000000000001
Herrera del Duque,Badajoz,15.1 (14:50),10.3 (23:50),12.7,31 (13:00),14 (07:50),0,0,0,0,0,39.169444444444444,-5.062222222222222
Don Benito,Badajoz,15.4 (14:10),10.4 (21:10),12.9,33 (12:10),19 (12:50),0.6,0.2,0.2,0.2,0,38.955555555555556,-5.880555555555556
