Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,25.9 (16:40),19.4 (05:10),22.6,33 (02:50),22 (02:40),25.2,13,12.2,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,26.5 (14:50),23.0 (08:20),24.8,33 (17:00),24 (18:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,28.3 (19:00),19.2 (07:10),23.8,29 (16:30),15 (16:20),3,0,3,0,0,41.72,1.840277777777778
Barcelona,Barcelona,25.2 (13:00),21.6 (06:10),23.4,40 (01:40),28 (18:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,26.7 (15:50),18.7 (05:30),22.7,25 (17:20),12 (17:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,27.4 (14:00),16.6 (06:30),22,42 (16:00),29 (16:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,27.9 (14:20),17.4 (06:40),22.6,30 (14:00),14 (13:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,21.3 (15:30),16.3 (04:20),18.8,21 (14:00),14 (13:50),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,21.1 (15:40),11.0 (02:30),16.1,23 (18:10),12 (18:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,23.9 (13:00),15.1 (02:00),19.5,21 (16:50),15 (16:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,20.0 (14:50),13.7 (02:20),16.8,25 (17:10),14 (17:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,19.4 (14:50),15.7 (03:00),17.5,29 (00:20),21 (00:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,22.2 (15:30),17.4 (07:10),19.8,23 (16:50),14 (15:50),0.1,0,0.1,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,21.2 (15:40),13.2 (06:40),17.2,16 (17:00),7 (13:10),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.9 (15:30),15.5 (06:40),18.7,30 (11:30),16 (16:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.8 (15:40),15.9 (06:50),17.8,14 (16:10),9 (16:20),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,20.4 (11:30),16.2 (06:20),18.3,26 (15:40),19 (15:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,18.9 (12:00),15.7 (03:50),17.3,24 (14:00),20 (14:00),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,19.1 (12:10),15.9 (06:20),17.5,18 (14:50),13 (16:50),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,18.8 (11:00),16.0 (06:10),17.4,18 (16:40),15 (17:00),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,19.3 (20:10),15.1 (06:30),17.2,27 (16:10),12 (15:40),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,18.5 (11:50),15.0 (00:40),16.8,29 (17:40),21 (19:00),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,18.0 (15:50),14.5 (05:40),16.3,28 (20:50),19 (20:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,17.7 (15:00),13.1 (06:40),15.4,21 (18:10),13 (17:30),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,20.0 (14:10),14.3 (06:40),17.2,26 (20:30),11 (15:50),0,0,0,0,0,43.52472222222222,-7.0313888888888885
A Coruña,A Coruña,19.2 (14:30),15.2 (03:30),17.2,32 (15:30),21 (14:00),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,15.8 (20:00),12.3 (03:40),14.1,53 (15:30),38 (15:30),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,23.5 (17:10),10.5 (05:30),17,39 (17:10),22 (18:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,26.3 (17:00),10.7 (07:20),18.5,21 (10:30),14 (11:30),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,24.5 (16:20),12.5 (06:20),18.5,24 (20:30),9 (20:40),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,23.4 (15:20),10.9 (07:30),17.1,26 (15:30),14 (16:50),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,22.0 (13:10),10.9 (06:50),16.4,33 (15:30),24 (18:00),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,23.8 (16:20),8.5 (07:30),16.1,24 (20:50),13 (19:10),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,20.0 (13:00),6.9 (02:40),13.5,28 (18:00),19 (16:40),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,29.3 (18:10),10.4 (07:30),19.8,29 (19:10),14 (19:10),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,24.7 (18:40),8.8 (07:20),16.8,27 (18:00),14 (23:40),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,29.3 (18:30),13.8 (05:00),21.5,22 (16:50),10 (20:40),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,24.5 (18:30),8.0 (04:10),16.3,21 (16:50),13 (16:50),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,28.3 (19:10),8.8 (06:40),18.5,27 (15:10),13 (16:50),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,31.5 (17:40),12.4 (07:00),21.9,35 (04:50),15 (04:50),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,22.9 (18:50),10.4 (02:40),16.6,44 (18:50),15 (17:50),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,26.3 (19:20),6.6 (04:20),16.4,35 (16:50),17 (15:10),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,27.6 (18:30),8.8 (05:50),18.2,35 (18:00),15 (10:00),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,26.3 (17:50),9.8 (05:40),18,33 (01:30),24 (10:00),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,28.5 (18:40),9.7 (06:00),19.1,30 (10:10),13 (09:10),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,28.6 (18:20),8.5 (06:30),18.6,31 (13:40),24 (00:20),0.2,0,0.2,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,30.7 (17:00),11.1 (06:50),20.9,26 (15:30),12 (18:20),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,29.4 (18:40),10.8 (07:00),20.1,27 (13:10),16 (18:40),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,22.3 (17:00),10.9 (05:10),16.6,30 (09:20),17 (09:20),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,30.1 (16:20),12.2 (07:00),21.2,39 (15:00),18 (16:50),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,30.4 (19:00),11.2 (07:10),20.8,30 (19:40),12 (05:00),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,18.2 (13:30),3.5 (06:00),10.9,35 (12:10),23 (19:00),0,0,0,0,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,26.5 (20:10),8.9 (06:40),17.7,32 (19:00),17 (19:00),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,26.0 (19:10),6.1 (07:00),16,32 (19:40),13 (21:30),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,29.7 (18:20),10.8 (06:40),20.3,28 (00:10),13 (20:00),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,27.6 (17:10),7.1 (07:20),17.4,36 (18:00),16 (18:00),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,30.0 (17:40),7.3 (06:50),18.7,28 (17:30),19 (17:40),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,30.9 (17:40),12.7 (06:50),21.8,30 (14:40),12 (14:40),0,0,0,0,0,40.9575,-5.662222222222223
Saelices El Chico,Salamanca,31.9 (17:20),9.9 (07:10),20.9,35 (18:10),18 (18:10),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,28.8 (18:10),8.7 (07:10),18.7,34 (13:20),17 (13:50),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,33.7 (17:30),16.4 (07:40),25.1,44 (18:20),22 (18:50),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,34.3 (17:40),13.8 (06:10),24,29 (16:10),13 (19:50),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,29.9 (18:00),8.2 (07:10),19,27 (16:20),10 (18:30),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,33.5 (17:40),15.3 (07:10),24.4,46 (15:30),25 (19:50),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,28.1 (18:40),9.5 (07:00),18.8,36 (13:10),19 (14:00),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,32.5 (19:00),14.0 (07:00),23.3,34 (17:10),17 (13:30),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,28.8 (18:50),14.5 (07:00),21.6,31 (16:20),17 (19:00),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,35.5 (17:40),17.2 (07:30),26.4,43 (17:20),24 (18:40),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,25.5 (19:40),11.7 (05:20),18.6,29 (12:50),16 (23:50),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,31.0 (17:10),13.3 (07:30),22.2,35 (18:30),15 (17:40),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,36.8 (19:10),13.0 (06:00),24.9,35 (17:50),14 (15:40),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,35.3 (19:00),13.5 (06:30),24.4,33 (15:10),15 (15:10),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,33.4 (19:40),15.6 (08:10),24.5,28 (15:40),18 (10:50),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,33.1 (18:10),13.7 (07:20),23.4,36 (00:10),26 (00:30),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,34.3 (18:20),15.8 (07:40),25,21 (16:40),8 (16:10),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,34.7 (19:00),15.0 (07:40),24.9,24 (01:50),16 (01:50),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,32.0 (17:40),11.4 (07:20),21.7,30 (20:00),17 (20:40),0,0,0,0,0,39.414722222222224,-7.231111111111111
Quintanar de la Orden,Toledo,33.1 (18:20),17.4 (06:50),25.2,28 (17:00),15 (17:00),0.2,0,0.2,0,0,39.597500000000004,-3.0469444444444442
Madridejos,Toledo,34.5 (18:40),14.8 (07:00),24.7,37 (17:40),18 (16:40),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,34.3 (17:40),17.0 (04:20),25.6,43 (14:20),22 (23:30),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,36.0 (18:50),13.1 (06:00),24.6,24 (13:40),10 (00:10),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,35.2 (17:20),17.2 (07:00),26.2,30 (18:20),13 (18:30),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,34.5 (16:10),16.2 (07:00),25.4,30 (16:50),12 (19:00),0,0,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,34.5 (17:50),17.8 (06:40),26.1,32 (17:40),19 (16:40),0,0,0,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,35.8 (19:30),13.3 (07:00),24.5,29 (12:00),13 (16:50),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,34.5 (18:20),14.5 (06:50),24.5,29 (15:20),19 (19:30),0,0,0,0,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,36.0 (17:50),14.4 (07:20),25.2,35 (15:40),22 (20:10),0,0,0,0,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,34.5 (18:40),13.7 (07:10),24.1,21 (17:00),13 (03:20),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,34.9 (17:00),15.5 (05:20),25.2,35 (15:10),20 (20:00),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,33.7 (17:40),10.5 (07:20),22.1,28 (15:40),15 (15:00),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,33.6 (19:00),11.4 (07:00),22.5,30 (17:30),14 (17:40),0,0,0,0,0,38.88333333333333,-6.813888888888889
Ayamonte,Huelva,29.0 (13:30),15.4 (07:50),22.2,35 (00:30),17 (16:20),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,33.0 (17:30),16.4 (07:20),24.7,48 (00:30),28 (00:10),0,0,0,0,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,31.5 (14:30),16.0 (07:40),23.8,30 (01:40),22 (18:10),0,0,0,0,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,25.0 (15:30),17.8 (09:30),21.4,34 (05:40),15 (05:40),0,0,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,34.5 (16:20),11.9 (07:10),23.2,36 (20:30),22 (19:40),0,0,0,0,0,37.505833333333335,-2.735
Santa Elena,Jaén,37.1 (19:40),17.9 (08:00),27.5,29 (14:50),12 (16:20),0,0,0,0,0,38.34444444444445,-3.5352777777777775
Jaén,Jaén,34.8 (17:50),18.6 (07:10),26.7,36 (17:20),21 (16:50),0,0,0,0,0,37.777499999999996,-3.8088888888888888
Villanueva de Córdoba,Córdoba,34.8 (17:20),17.1 (07:00),25.9,37 (17:30),15 (17:00),0,0,0,0,0,38.33305555555556,-4.608888888888888
Córdoba Aeropuerto,Córdoba,36.7 (17:40),16.0 (07:00),26.4,32 (15:50),20 (16:30),0,0,0,0,0,37.848888888888894,-4.846666666666667
Doña Mencía,Córdoba,34.4 (18:30),19.8 (08:20),27.1,33 (16:40),17 (15:00),0,0,0,0,0,37.55611111111111,-4.353888888888888
Granada Base Aérea,Granada,34.7 (17:00),13.2 (07:00),24,36 (20:10),26 (16:40),0,0,0,0,0,37.13722222222222,-3.631388888888889
Granada Aeropuerto,Granada,36.6 (17:10),12.2 (06:10),24.4,33 (19:30),23 (19:30),0,0,0,0,0,37.189722222222215,-3.7894444444444444
Écija,Sevilla,36.5 (17:50),16.3 (07:10),26.4,30 (22:50),19 (23:59),0,0,0,0,0,37.51611111111111,-5.085
Cazalla de la Sierra,Sevilla,33.1 (16:10),12.5 (06:30),22.8,29 (16:00),12 (16:20),0,0,0,0,0,37.92638888888889,-5.769722222222222
Sevilla Aeropuerto,Sevilla,35.6 (18:00),15.7 (07:10),25.6,35 (19:10),24 (19:10),0,0,0,0,0,37.416666666666664,-5.879166666666667
Morón de la Frontera,Sevilla,35.9 (17:30),16.1 (07:10),26,28 (20:30),15 (21:30),0,0,0,0,0,37.16444444444444,-5.6113888888888885
