Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,16.5 (16:10),6.9 (02:50),11.7,46 (21:00),30 (07:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,15.0 (15:40),8.0 (07:20),11.5,33 (10:20),25 (10:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,14.6 (15:40),4.6 (06:20),9.6,30 (16:40),19 (16:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,14.8 (12:40),9.9 (07:30),12.3,27 (13:50),23 (14:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,16.4 (12:40),6.5 (06:50),11.4,17 (13:50),8 (01:20),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,14.2 (13:20),2.9 (06:10),8.5,26 (16:10),13 (16:10),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,16.3 (13:10),1.4 (05:30),8.8,33 (15:40),23 (15:30),0.2,0,0,0,0.2,41.91166666666666,2.763333333333333
Porqueres,Girona,17.7 (15:20),1.4 (06:20),9.6,27 (15:50),15 (16:10),0,0,0,0,0,42.10444444444445,2.763611111111111
Zumarraga,Gipuzkoa,5.6 (13:20),0.7 (23:59),3.1,30 (13:10),17 (12:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,12.5 (11:50),7.0 (23:59),9.8,36 (13:30),26 (00:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,10.3 (16:00),5.5 (23:20),7.9,37 (12:30),31 (12:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,13.7 (15:00),5.1 (23:20),9.4,25 (04:30),13 (00:10),2.3,2.2,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,8.6 (12:40),1.8 (23:40),5.2,15 (12:30),10 (17:20),5.2,4.5,0.7,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,11.7 (14:50),2.3 (23:50),7,32 (12:30),22 (13:10),0.5,0.2,0.3,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,11.2 (15:20),4.9 (21:30),8,27 (04:00),18 (04:10),9.2,9.1,0.1,0,0,43.39472222222222,-3.233888888888889
Santander,Cantabria,10.9 (09:00),5.7 (23:59),8.3,35 (03:00),28 (03:00),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,11.1 (13:40),4.6 (23:59),7.9,29 (03:40),12 (22:40),0.2,0.2,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,12.3 (16:00),7.0 (23:59),9.7,22 (18:20),15 (18:10),2.2,2.2,0,0,0,43.42027777777778,-4.748055555555555
Asturias Aeropuerto,Asturias,10.6 (14:50),6.0 (23:10),8.3,28 (16:20),16 (16:30),0.3,0.3,0,0,0,43.566944444444445,-6.0441666666666665
