Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,25.4 (14:10),14.8 (06:10),20.1,33 (12:50),21 (13:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,24.0 (12:00),19.5 (06:50),21.8,37 (15:00),26 (13:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,27.9 (14:50),13.4 (07:00),20.6,39 (19:10),23 (17:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,22.7 (15:30),18.6 (06:50),20.7,27 (12:50),24 (12:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,26.2 (15:00),16.3 (03:20),21.3,23 (13:30),6 (05:30),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,24.3 (13:00),15.1 (02:20),19.7,27 (16:30),15 (16:40),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,27.9 (15:40),14.1 (04:00),21,37 (16:00),24 (16:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,27.1 (16:50),13.6 (05:50),20.4,33 (16:20),15 (15:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,18.6 (00:00),15.1 (23:10),16.9,28 (07:20),19 (20:50),21.7,0,3.6,0.6,17.5,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.5 (00:00),10.6 (23:30),13.1,26 (20:20),15 (20:10),26.3,0,1.1,2.8,22.4,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,17.6 (00:00),14.5 (23:10),16.1,45 (20:10),27 (15:50),9.2,0,0,0.2,9,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,16.1 (12:30),12.9 (23:50),14.5,25 (20:40),12 (20:40),9.7,0,0,0.4,9.3,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,16.2 (00:00),13.4 (20:20),14.8,57 (14:20),44 (13:50),20.6,0,1,14.4,5.2,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,19.0 (02:30),14.3 (21:10),16.7,36 (21:40),23 (22:20),10.8,1.7,0.9,4.8,3.4,43.375,-3.0216666666666665
Güeñes,Bizkaia,15.7 (00:40),12.0 (23:50),13.8,21 (14:10),13 (14:20),7.7,0,1,3.8,2.9,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,17.2 (00:00),13.5 (23:59),15.4,32 (19:20),22 (19:20),6.7,0,0.4,3.6,2.7,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,16.8 (00:10),13.3 (22:00),15,41 (12:00),25 (16:20),15.6,11.3,1.1,0,3.2,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,17.1 (00:00),13.2 (23:10),15.2,32 (08:00),22 (09:00),4.2,0.2,0.5,0,3.5,43.42388888888889,-3.8255555555555554
Santander,Cantabria,16.4 (00:00),12.8 (23:00),14.6,42 (08:30),29 (08:30),10.8,0,1.4,0.6,8.8,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,16.3 (05:10),12.8 (23:10),14.5,44 (06:40),28 (06:50),6.5,0.4,0.3,2.3,3.5,43.39333333333333,-4.392222222222222
Llanes,Asturias,15.9 (02:00),12.7 (23:50),14.3,30 (06:20),17 (06:20),5.8,0.8,0.2,2.2,2.6,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,15.1 (00:00),12.6 (08:50),13.9,24 (15:30),10 (03:00),6,1,3.2,1.8,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,14.5 (01:20),11.6 (07:50),13.1,52 (02:40),34 (02:40),1.6,0.3,1.3,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,14.0 (00:40),10.5 (09:40),12.3,30 (02:30),17 (02:30),7.4,3.2,2.6,1.4,0.2,43.35333333333333,-5.874166666666667
Castropol,Asturias,17.4 (19:10),11.1 (23:59),14.3,34 (00:10),16 (00:10),3.8,0.3,3.5,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,16.9 (15:30),12.4 (05:40),14.6,41 (00:20),23 (00:20),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,16.5 (17:10),12.1 (04:40),14.3,26 (16:10),18 (15:30),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,17.9 (17:10),10.0 (06:00),13.9,23 (00:20),16 (00:10),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,17.3 (17:10),7.6 (07:40),12.4,41 (15:00),23 (20:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.1 (17:10),7.9 (07:00),14.5,24 (17:30),12 (17:40),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,19.1 (15:30),8.4 (07:30),13.8,26 (18:00),9 (17:10),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,20.5 (18:20),8.7 (07:20),14.6,31 (20:20),18 (20:30),0,0,0,0,0,42.43833333333333,-8.615833333333333
Lugo Aeropuerto,Lugo,16.2 (16:50),7.4 (23:59),11.8,29 (18:10),15 (16:30),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,9.0 (00:00),3.3 (23:50),6.1,34 (16:00),26 (16:00),0,0,0,0,0,42.994166666666665,-6.4141666666666675
A Pobra de Trives,Ourense,16.6 (19:30),7.9 (08:00),12.3,40 (18:00),15 (18:00),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,21.8 (16:20),11.0 (06:30),16.4,24 (15:40),8 (10:10),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,17.7 (17:20),6.8 (05:30),12.3,31 (19:00),18 (19:50),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,25.0 (17:30),11.2 (04:00),18.1,42 (20:10),21 (20:10),17,3.8,5.6,0,7.6,41.775,-2.4830555555555556
Aranda de Duero,Burgos,28.0 (16:50),11.3 (07:00),19.7,31 (17:20),12 (15:40),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,18.3 (17:50),9.5 (02:00),13.9,53 (14:00),23 (18:50),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,18.0 (15:30),6.5 (23:59),12.3,31 (21:30),17 (15:20),0,0,0,0,0,42.870555555555555,-4.52
Burgos Aeropuerto,Burgos,20.4 (17:10),9.4 (04:50),14.9,41 (19:40),30 (18:50),7,0,0,3.8,3.2,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,24.6 (15:00),8.0 (05:10),16.3,42 (19:20),18 (19:20),4,0,0,0,4,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,25.1 (17:30),9.0 (06:20),17.1,42 (22:20),31 (22:30),0.8,0,0,0,0.8,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,27.3 (18:30),11.7 (06:50),19.5,32 (19:00),15 (19:00),0.2,0,0,0,0.2,41.64083333333333,-4.754444444444444
Ávila,Ávila,25.2 (18:10),10.0 (05:40),17.6,38 (14:50),19 (14:30),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,16.9 (17:00),9.0 (07:00),12.9,48 (18:40),28 (19:50),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,25.3 (17:20),10.3 (06:20),17.8,39 (18:40),26 (18:40),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,15.4 (17:30),6.9 (03:00),11.1,43 (11:50),22 (19:30),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,26.2 (18:30),11.9 (07:10),19.1,32 (18:30),13 (15:20),0.6,0,0,0,0.6,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,9.2 (00:00),4.0 (23:59),6.6,33 (12:40),23 (14:30),1.8,0,0,1.8,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,22.7 (17:50),9.5 (06:30),16.1,37 (17:50),26 (17:50),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,21.0 (17:00),7.6 (23:59),14.3,35 (19:10),21 (19:20),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,25.3 (17:40),11.2 (07:30),18.2,35 (18:30),17 (22:20),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,22.4 (17:20),7.4 (06:50),14.9,41 (16:00),19 (19:30),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,27.1 (16:30),8.9 (06:00),18,54 (16:10),30 (18:00),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,26.5 (17:20),11.7 (07:30),19.1,32 (17:00),14 (18:30),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,27.2 (17:00),9.7 (06:00),18.5,34 (20:20),22 (16:20),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,24.5 (14:10),12.3 (07:10),18.4,37 (20:50),20 (19:10),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,26.4 (16:20),8.8 (07:00),17.6,27 (18:10),15 (18:30),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,30.5 (18:00),14.5 (07:40),22.5,49 (03:10),25 (03:10),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Buitrago del Lozoya,Madrid,25.3 (18:30),10.7 (01:10),18,28 (14:20),13 (14:50),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,29.6 (20:10),15.6 (06:40),22.6,45 (17:20),22 (16:40),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,23.8 (15:40),8.9 (07:00),16.3,30 (17:40),16 (17:40),4.8,0,0,0,4.8,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,28.4 (16:40),14.0 (07:00),21.2,42 (23:50),25 (23:50),0,0,0,0,0,40.63027777777778,-3.15
Toledo,Toledo,31.6 (17:10),15.1 (07:10),23.4,40 (20:40),24 (20:40),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,20.8 (18:40),10.4 (07:50),15.6,45 (23:20),29 (23:30),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,27.9 (17:00),15.5 (07:20),21.7,30 (23:50),14 (18:50),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,32.7 (17:00),11.6 (06:40),22.2,35 (16:50),17 (19:20),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,30.7 (17:50),11.8 (07:20),21.3,28 (19:40),13 (19:30),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,28.5 (18:30),12.0 (07:20),20.3,30 (22:30),15 (22:30),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,28.2 (17:10),13.5 (07:20),20.9,34 (18:40),18 (20:40),0,0,0,0,0,39.47138888888889,-6.338888888888889
Coria,Cáceres,29.5 (16:30),13.2 (07:30),21.3,38 (19:10),24 (20:40),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,25.9 (16:20),11.8 (07:30),18.8,45 (20:00),26 (20:00),0,0,0,0,0,39.414722222222224,-7.231111111111111
Quintanar de la Orden,Toledo,29.6 (17:10),15.9 (05:30),22.8,42 (22:20),15 (22:20),0,0,0,0,0,39.597500000000004,-3.0469444444444442
Madridejos,Toledo,30.6 (18:20),13.5 (06:10),22.1,39 (21:00),22 (21:00),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,27.5 (17:40),15.2 (06:50),21.3,48 (20:00),26 (23:00),1.8,0,0,0,1.8,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,29.8 (17:20),13.9 (06:00),21.8,36 (17:30),24 (17:30),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,31.5 (15:40),14.6 (07:40),23.1,31 (19:10),15 (19:30),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,30.8 (16:30),14.8 (07:20),22.8,44 (18:10),14 (14:00),0,0,0,0,0,38.75055555555556,-3.391388888888889
Puebla de Don Rodrigo,Ciudad Real,30.6 (16:50),10.9 (05:30),20.8,28 (15:20),17 (15:20),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,30.1 (17:30),12.6 (06:30),21.4,32 (14:40),19 (18:20),0,0,0,0,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,30.6 (17:00),13.4 (07:20),22,44 (14:00),19 (19:20),0,0,0,0,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,30.9 (18:30),14.0 (07:20),22.4,29 (17:00),12 (19:50),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,28.8 (16:50),12.0 (07:00),20.4,33 (15:20),20 (19:50),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,29.5 (17:20),12.5 (07:20),21,32 (20:40),18 (20:40),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,28.5 (17:30),12.0 (07:00),20.3,41 (21:00),26 (20:10),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,28.9 (16:40),11.8 (07:10),20.3,42 (22:10),29 (22:00),0,0,0,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,27.1 (14:10),15.2 (07:30),21.2,35 (07:50),20 (16:30),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,28.0 (17:30),14.1 (05:30),21.1,51 (00:50),31 (02:20),0,0,0,0,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,26.8 (17:00),14.0 (07:20),20.4,32 (16:30),23 (16:30),0,0,0,0,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,22.1 (14:40),17.0 (07:20),19.6,22 (14:40),14 (14:20),0,0,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,28.4 (16:00),12.5 (07:20),20.4,33 (20:20),20 (19:50),1.8,0,0,1,0.8,37.505833333333335,-2.735
Santa Elena,Jaén,31.5 (16:20),14.1 (07:40),22.8,31 (20:20),17 (19:40),0,0,0,0,0,38.34444444444445,-3.5352777777777775
Jaén,Jaén,30.3 (16:50),16.3 (07:10),23.3,41 (19:40),21 (19:30),0,0,0,0,0,37.777499999999996,-3.8088888888888888
Andújar,Jaén,35.3 (17:20),14.6 (07:40),24.9,42 (18:50),26 (20:00),0,0,0,0,0,38.02305555555555,-4.063888888888889
Villanueva de Córdoba,Córdoba,29.3 (16:10),12.8 (06:50),21,36 (16:10),19 (20:00),0,0,0,0,0,38.33305555555556,-4.608888888888888
Córdoba Aeropuerto,Córdoba,31.6 (16:30),14.6 (07:20),23.1,41 (18:20),26 (18:20),0,0,0,0,0,37.848888888888894,-4.846666666666667
Doña Mencía,Córdoba,28.8 (16:30),15.2 (06:50),22,32 (16:50),19 (17:30),0,0,0,0,0,37.55611111111111,-4.353888888888888
Granada Base Aérea,Granada,31.4 (15:50),11.7 (07:10),21.5,48 (17:40),34 (17:40),0,0,0,0,0,37.13722222222222,-3.631388888888889
Granada Aeropuerto,Granada,32.4 (17:40),11.2 (07:00),21.8,39 (18:40),26 (19:30),0,0,0,0,0,37.189722222222215,-3.7894444444444444
Écija,Sevilla,31.7 (16:40),14.2 (07:20),23,30 (16:50),21 (00:10),0,0,0,0,0,37.51611111111111,-5.085
Cazalla de la Sierra,Sevilla,28.1 (18:10),9.9 (07:30),19,28 (19:40),12 (16:40),0,0,0,0,0,37.92638888888889,-5.769722222222222
Sevilla Aeropuerto,Sevilla,30.3 (16:30),14.3 (06:40),22.3,54 (16:20),23 (18:00),0,0,0,0,0,37.416666666666664,-5.879166666666667
Morón de la Frontera,Sevilla,30.6 (16:20),14.3 (07:00),22.5,35 (18:10),15 (18:20),0,0,0,0,0,37.16444444444444,-5.6113888888888885
"Moguer, El Arenosillo",Huelva,24.1 (17:40),12.8 (07:00),18.5,22 (17:50),14 (18:00),0,0,0,0,0,37.09805555555556,-6.7380555555555555
Grazalema,Cádiz,23.8 (16:30),11.4 (05:40),17.6,22 (17:40),9 (14:10),0,0,0,0,0,36.760555555555555,-5.3741666666666665
Jerez de la Frontera Aeropuerto,Cádiz,28.2 (14:50),11.4 (07:10),19.8,33 (15:10),24 (18:20),0,0,0,0,0,36.75055555555556,-6.055833333333333
San Fernando,Cádiz,22.8 (15:10),15.9 (07:10),19.3,33 (15:00),18 (16:30),0,0,0,0,0,36.46555555555556,-6.205555555555556
Cádiz,Cádiz,23.2 (15:50),17.8 (06:40),20.5,27 (15:50),18 (04:50),0,0,0,0,0,36.499722222222225,-6.257777777777778
Vejer de la Frontera,Cádiz,24.4 (17:20),15.2 (05:20),19.8,28 (14:10),13 (15:40),0,0,0,0,0,36.245555555555555,-5.965
Melilla,Melilla,23.6 (17:30),18.1 (05:30),20.9,24 (17:20),16 (19:50),0,0,0,0,0,35.27638888888889,-2.956388888888889
Tarifa,Cádiz,23.3 (16:00),13.0 (06:50),18.1,39 (12:30),27 (14:50),0,0,0,0,0,36.013888888888886,-5.598888888888888
Estepona,Málaga,26.3 (15:30),16.1 (07:00),21.2,27 (10:30),17 (10:20),0,0,0,0,0,36.41694444444444,-5.155
