Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,13.0 (15:10),8.3 (21:20),10.7,35 (21:00),25 (23:10),8.6,0,1,0.6,7,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,13.5 (13:10),10.0 (23:50),11.8,33 (11:00),26 (11:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,15.9 (15:30),6.6 (23:59),11.2,27 (17:00),13 (16:00),5,0.2,0,4.6,0.2,41.72,1.840277777777778
Barcelona,Barcelona,13.4 (15:30),11.1 (02:50),12.3,36 (08:50),29 (08:50),0.6,0.1,0.5,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.4 (13:10),8.0 (23:00),11.7,36 (09:30),13 (10:30),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,14.2 (13:30),4.7 (23:59),9.4,27 (13:20),13 (13:10),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,14.2 (13:50),4.9 (23:30),9.5,46 (13:40),26 (13:50),0.4,0.1,0.3,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,14.8 (17:00),4.4 (23:40),9.6,33 (14:00),15 (12:50),0.1,0.1,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,12.7 (15:40),7.6 (07:30),10.1,30 (23:50),13 (23:50),1,0,0,0,1,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,8.2 (12:40),3.5 (06:50),5.8,23 (14:50),12 (15:20),0.5,0,0,0,0.5,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,14.5 (13:30),6.9 (02:40),10.7,33 (23:30),27 (23:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,10.5 (13:00),4.9 (07:40),7.7,18 (19:10),9 (15:20),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,11.5 (14:00),8.1 (00:00),9.8,29 (14:30),20 (11:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,14.0 (13:10),7.5 (06:10),10.8,28 (14:20),14 (23:30),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,10.0 (12:40),3.9 (07:40),7,29 (16:10),14 (18:00),0.9,0,0,0.3,0.6,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,11.9 (16:30),5.1 (01:40),8.5,32 (15:40),18 (15:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,11.4 (11:20),7.1 (23:59),9.2,31 (13:40),19 (13:40),6.9,0,0,0.7,6.2,43.39472222222222,-3.233888888888889
Santander,Cantabria,11.4 (14:30),7.5 (23:59),9.4,41 (12:50),32 (12:40),0.6,0,0,0,0.6,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,8.3 (15:30),6.4 (23:59),7.4,20 (10:50),12 (16:10),11.1,0,6.2,4.7,0.2,43.39333333333333,-4.392222222222222
Llanes,Asturias,9.7 (10:50),7.2 (09:20),8.4,27 (15:40),16 (11:10),4,0,1.6,1.2,1.2,43.42027777777778,-4.748055555555555
Asturias Aeropuerto,Asturias,10.1 (13:30),5.5 (07:40),7.8,28 (02:30),17 (02:30),3.1,2,1.1,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,8.8 (17:00),4.8 (08:20),6.8,19 (04:10),13 (19:30),1.2,0,0.4,0.8,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,12.8 (13:50),5.3 (08:30),9.1,32 (11:40),14 (11:40),2.5,2.5,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,10.9 (13:10),8.6 (03:30),9.8,60 (00:40),44 (00:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,11.9 (14:40),8.3 (06:10),10.1,44 (03:00),28 (03:00),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,11.4 (14:20),8.2 (01:40),9.8,63 (02:50),43 (02:50),0,0,0,0,0,43.160555555555554,-9.210833333333333
Padrón,A Coruña,13.6 (15:10),3.7 (03:30),8.7,44 (15:10),23 (11:00),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,11.8 (15:50),4.6 (02:20),8.2,44 (12:50),16 (13:50),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,14.3 (16:10),4.4 (05:10),9.4,44 (15:30),22 (15:30),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,14.4 (15:20),3.1 (07:30),8.7,48 (16:20),28 (16:30),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,10.4 (15:10),1.7 (05:10),6,41 (15:20),23 (15:20),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,0.4 (13:50),-2.7 (08:20),-1.2,27 (10:30),14 (14:40),0,0,0,0,0,42.994166666666665,-6.4141666666666675
