Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,25.7 (15:40),15.9 (09:20),20.8,41 (16:30),28 (16:30),3.4,0,3.4,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,25.7 (13:30),20.4 (00:00),23.1,55 (16:10),43 (14:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,28.5 (18:10),16.8 (07:20),22.6,35 (18:40),20 (18:40),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,24.2 (12:20),18.8 (08:50),21.5,54 (15:50),35 (14:20),0.7,0,0.7,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,26.4 (14:20),16.8 (23:50),21.6,35 (15:40),15 (16:00),7.1,0,0,0.3,6.8,41.587500000000006,2.54
Santa Susanna,Barcelona,24.0 (16:00),14.7 (06:10),19.3,33 (15:10),17 (15:50),0.7,0,0,0,0.7,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,26.5 (13:10),15.4 (23:59),20.9,26 (15:50),18 (16:00),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,24.0 (12:40),15.6 (06:30),19.8,19 (11:50),10 (11:50),1.2,0.1,0,1.1,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,22.2 (16:20),15.7 (07:10),19,30 (12:50),20 (12:50),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,18.5 (14:20),10.1 (23:59),14.3,25 (19:00),13 (13:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.6 (14:40),14.7 (02:00),18.7,26 (12:40),18 (13:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.2 (12:50),12.2 (23:50),15.7,22 (15:30),12 (15:30),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.2 (16:40),13.5 (02:10),15.9,28 (12:20),24 (12:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,19.4 (13:10),13.9 (07:00),16.6,18 (17:40),10 (15:10),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,22.5 (14:40),12.8 (06:10),17.7,24 (17:10),9 (17:10),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.5 (15:30),12.2 (03:50),16.8,33 (14:40),20 (16:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.9 (15:00),12.8 (05:30),16.3,47 (12:40),14 (11:50),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,20.5 (12:50),12.9 (06:50),16.7,26 (13:30),19 (17:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,18.4 (16:30),14.2 (07:00),16.3,22 (17:30),17 (17:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,19.4 (17:50),12.3 (06:30),15.8,17 (00:10),11 (05:40),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,22.1 (15:20),12.0 (07:10),17.1,15 (14:10),13 (14:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.1 (17:10),14.2 (00:20),17.2,30 (17:20),14 (14:00),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,18.2 (15:00),13.0 (02:50),15.6,33 (15:40),23 (17:10),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,18.8 (13:10),12.8 (06:40),15.8,28 (18:00),17 (18:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,19.6 (13:00),14.4 (22:40),17,26 (14:10),13 (14:20),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,17.1 (15:10),14.3 (06:20),15.7,40 (12:30),31 (07:50),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,18.0 (16:00),13.7 (07:20),15.8,46 (17:50),31 (17:30),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,17.4 (14:50),13.6 (04:10),15.5,54 (16:30),39 (17:30),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,23.1 (17:00),9.0 (06:40),16.1,37 (17:30),25 (19:00),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,26.6 (16:30),10.5 (06:50),18.6,30 (10:20),18 (09:50),0,0,0,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,27.3 (17:10),10.6 (07:40),18.9,28 (15:40),18 (19:00),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,23.9 (16:00),10.8 (07:10),17.3,35 (20:50),22 (17:50),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,21.8 (16:00),9.9 (01:50),15.8,30 (19:10),13 (14:50),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,16.4 (17:10),7.0 (03:10),11.7,33 (17:40),24 (17:40),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,28.6 (17:20),11.6 (07:20),20.1,28 (16:40),15 (18:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,25.0 (18:20),7.6 (06:30),16.3,31 (17:10),14 (16:30),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,30.1 (18:00),9.6 (07:50),19.9,22 (10:50),8 (15:50),0,0,0,0,0,42.32527777777778,-7.859722222222222
"Carballiño, O",Ourense,28.5 (18:20),7.6 (07:40),18,20 (22:10),8 (21:50),0,0,0,0,0,42.421388888888885,-8.092500000000001
Xinzo de Limia,Ourense,24.8 (18:40),3.7 (07:00),14.2,26 (17:40),15 (18:10),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,23.1 (16:20),7.7 (07:40),15.4,27 (20:40),13 (19:10),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,26.4 (17:20),7.4 (07:00),16.9,26 (17:30),12 (19:00),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,18.6 (17:20),8.4 (01:40),13.5,34 (15:50),17 (05:00),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,21.8 (16:20),5.4 (06:20),13.6,28 (16:40),15 (17:20),0,0,0,0,0,42.870555555555555,-4.52
Burgos Aeropuerto,Burgos,21.3 (16:40),7.2 (04:10),14.2,40 (13:50),28 (13:50),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,24.8 (17:00),7.6 (06:30),16.2,36 (22:50),15 (22:30),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,24.7 (17:30),6.8 (06:40),15.8,59 (00:40),23 (22:10),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,28.4 (17:40),10.1 (07:00),19.3,28 (21:50),14 (21:40),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,25.9 (17:20),9.4 (05:40),17.6,31 (15:40),15 (16:40),0.2,0.2,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,19.5 (17:30),8.2 (07:00),13.8,28 (18:20),17 (07:00),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,26.6 (16:40),10.1 (06:50),18.4,28 (18:00),18 (18:00),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,17.9 (16:00),6.0 (05:50),11.9,33 (16:00),19 (16:10),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,29.9 (18:30),11.3 (07:00),20.6,19 (01:20),12 (01:30),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,15.7 (15:40),3.4 (06:40),9.5,35 (14:40),26 (14:30),0,0,0,0,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,26.7 (19:50),9.8 (07:10),18.3,32 (21:00),18 (21:10),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,25.7 (18:10),6.4 (06:30),16.1,32 (23:10),15 (21:40),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,28.3 (18:40),9.9 (06:50),19.1,32 (22:50),14 (22:50),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,28.2 (15:50),6.8 (06:50),17.5,29 (16:10),14 (17:30),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,28.8 (17:20),9.5 (07:00),19.1,30 (18:00),16 (18:50),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,29.4 (18:00),13.6 (07:30),21.5,26 (16:50),11 (17:40),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,30.8 (16:50),10.0 (07:00),20.4,26 (16:30),17 (19:20),0,0,0,0,0,41.01138888888889,-6.437777777777778
