Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,16.7 (16:00),10.9 (23:40),13.8,113 (11:40),74 (11:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,18.5 (13:00),8.4 (00:10),13.4,74 (14:20),48 (14:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,15.3 (14:10),2.5 (01:20),8.9,49 (14:50),25 (15:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.9 (13:10),8.9 (00:20),12.9,68 (07:30),32 (07:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,16.9 (13:10),6.0 (00:00),11.4,31 (09:40),10 (23:50),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,14.8 (12:10),2.7 (05:00),8.8,48 (21:40),35 (21:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,13.4 (14:20),3.0 (04:40),8.2,41 (23:59),18 (22:30),0.3,0,0.1,0.1,0.1,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,16.0 (03:50),11.2 (17:40),13.6,93 (03:30),46 (02:50),16.8,5.7,1.9,4.5,4.7,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,15.1 (03:40),10.9 (22:00),13,95 (05:40),60 (15:50),14,4.2,1,0.9,7.9,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,13.8 (03:10),10.1 (12:00),12,145 (05:10),106 (05:20),9.8,5.4,1.6,1.2,1.6,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,13.1 (01:30),8.8 (18:20),11,63 (10:10),37 (05:10),14.3,5.3,1.4,2.9,4.7,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,15.4 (03:10),10.6 (16:00),13,89 (05:40),54 (05:40),16.3,4.2,3.3,2.2,6.6,43.29805555555556,-2.906388888888889
