Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,22.3 (15:40),9.0 (04:00),15.6,41 (15:50),27 (18:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,20.5 (16:40),12.3 (05:50),16.4,45 (16:20),36 (18:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,22.7 (16:00),8.0 (08:00),15.4,35 (16:40),17 (16:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,17.3 (13:00),12.6 (07:20),14.9,37 (21:30),29 (21:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,22.2 (17:00),10.6 (06:40),16.4,19 (16:00),6 (23:50),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,20.4 (17:20),7.5 (06:50),13.9,24 (13:20),15 (13:20),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,21.9 (16:20),6.6 (07:20),14.2,32 (14:10),20 (14:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,22.1 (15:40),7.4 (05:00),14.8,26 (16:50),13 (11:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,24.4 (17:00),17.3 (23:40),20.8,39 (16:10),26 (16:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,16.0 (15:20),11.8 (02:50),13.9,33 (14:30),14 (14:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,24.7 (16:00),16.7 (22:00),20.7,68 (00:20),30 (00:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.8 (15:40),14.3 (22:40),17,54 (00:20),30 (09:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,19.1 (14:40),14.7 (21:40),16.9,33 (16:50),21 (16:50),1,0,0,0,1,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,21.5 (15:20),14.6 (23:59),18.1,34 (18:30),17 (14:30),2.3,0,0,0,2.3,43.375,-3.0216666666666665
Güeñes,Bizkaia,20.5 (14:00),12.7 (19:50),16.6,35 (14:50),17 (18:10),0.4,0,0,0,0.4,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.4 (14:30),13.8 (23:59),17.6,63 (00:20),34 (00:30),1.5,0,0,0,1.5,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,22.6 (13:40),16.5 (06:20),19.6,48 (02:40),27 (02:40),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,23.8 (18:40),13.8 (08:00),18.8,35 (04:40),24 (20:50),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,20.5 (12:10),14.1 (01:20),17.3,39 (16:10),30 (16:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,19.8 (14:10),13.0 (08:00),16.4,42 (23:20),28 (23:20),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,20.0 (14:20),14.2 (02:20),17.1,38 (22:40),23 (23:50),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,21.1 (15:30),13.6 (07:50),17.4,26 (21:40),15 (11:50),10.4,0.6,0.2,0,9.6,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,18.3 (11:20),12.7 (22:50),15.5,30 (00:50),24 (20:50),8.4,0.6,0,0,7.8,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,21.8 (13:30),12.1 (08:30),16.9,32 (14:40),18 (14:50),11.6,1.8,0,0,9.8,43.35333333333333,-5.874166666666667
