Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,30.1 (14:00),21.5 (06:40),25.8,28 (14:00),16 (14:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,29.6 (11:30),21.8 (07:10),25.7,67 (20:10),24 (19:30),0.1,0.1,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,31.7 (15:20),17.3 (08:30),24.5,34 (15:30),17 (16:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,28.5 (14:50),22.3 (07:00),25.4,32 (22:50),27 (22:50),0.2,0.2,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,29.9 (12:00),20.3 (07:20),25.1,21 (12:50),10 (13:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,30.3 (16:00),20.7 (04:30),25.5,35 (12:10),26 (12:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,30.0 (16:10),19.6 (07:30),24.8,37 (16:30),18 (09:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.4 (11:30),20.8 (07:40),23.1,39 (00:10),17 (00:20),0.8,0,0,0.8,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,29.3 (15:30),16.6 (07:50),22.9,34 (00:10),19 (00:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.0 (16:20),19.7 (08:20),22.9,26 (12:10),20 (12:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,28.3 (13:10),17.3 (08:10),22.8,27 (15:40),15 (15:00),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,24.3 (11:40),19.6 (22:20),21.9,58 (00:20),36 (00:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,30.3 (14:30),16.6 (08:10),23.4,30 (13:20),17 (14:00),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,30.7 (13:20),18.8 (06:50),24.8,33 (12:40),23 (14:00),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,24.1 (10:50),19.8 (07:50),21.9,26 (00:10),14 (00:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,26.5 (13:00),16.8 (05:20),21.6,32 (23:30),21 (17:30),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,23.8 (16:10),18.5 (23:59),21.1,40 (23:40),27 (23:40),3.4,0,0,0,3.4,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.3 (15:10),17.9 (06:10),20.6,36 (21:00),24 (22:40),0.4,0,0,0,0.4,43.39333333333333,-4.392222222222222
Llanes,Asturias,25.4 (13:20),18.5 (04:10),21.9,27 (21:00),18 (16:00),7.2,0,0,0,7.2,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,25.3 (13:40),15.8 (07:50),20.5,27 (17:00),17 (16:40),2.8,0,0.2,0,2.6,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,22.4 (13:10),17.6 (19:20),20,24 (15:20),17 (19:00),4.1,0,0,0,4.1,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,23.2 (12:30),17.3 (18:50),20.3,24 (04:10),17 (09:50),1.3,0,0,0.2,1.1,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,24.1 (12:20),16.3 (08:30),20.2,26 (16:00),15 (16:00),5,0,0.2,0,4.8,43.35333333333333,-5.874166666666667
Castropol,Asturias,21.3 (19:30),16.5 (07:40),18.9,21 (18:50),9 (18:30),5.5,0.1,0.9,4.5,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,21.7 (01:10),17.7 (09:50),19.7,40 (22:20),35 (22:20),2.6,2.2,0,0.4,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,23.6 (16:20),19.4 (07:00),21.5,35 (17:40),22 (21:40),6,2.8,2.6,0,0.6,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,22.2 (16:50),17.4 (08:50),19.8,58 (02:30),46 (02:30),3.2,0.2,2.8,0,0.2,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,20.8 (15:10),16.8 (06:30),18.8,33 (09:40),22 (09:40),21.9,0.6,20.2,0.7,0.4,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.3 (13:50),18.0 (10:10),19.6,33 (17:20),9 (17:20),32.6,9.7,20.8,1.5,0.6,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,22.4 (16:40),18.4 (11:00),20.4,32 (13:50),16 (14:50),11,1.2,9.8,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,21.5 (15:30),17.7 (11:10),19.6,35 (14:10),23 (15:50),3.6,0.7,2.2,0.7,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,22.5 (13:00),16.9 (02:10),19.7,38 (12:50),17 (12:00),4.6,0,0,4.6,0,43.11138888888889,-7.4575000000000005
Ponferrada,León,21.9 (14:00),14.1 (05:30),18,29 (15:00),14 (15:00),1,0,0,0,1,42.56388888888888,-6.6
A Pobra de Trives,Ourense,18.3 (14:40),13.7 (02:40),16,26 (17:20),12 (17:20),6,0,0,5.6,0.4,42.339444444444446,-7.2825
Ourense,Ourense,24.0 (17:30),17.9 (07:00),20.9,25 (12:30),11 (12:00),1.2,0.4,0,0.8,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,22.5 (18:30),13.2 (00:00),17.8,28 (15:30),14 (15:30),1.1,0.6,0.1,0.4,0,42.07916666666667,-7.733611111111111
Soria,Soria,26.6 (17:10),13.9 (07:00),20.3,33 (14:30),17 (16:20),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,26.0 (15:50),13.3 (06:30),19.7,30 (16:30),12 (15:30),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,18.5 (16:00),11.4 (23:59),14.9,42 (17:20),19 (05:40),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,22.8 (18:20),11.3 (07:30),17,40 (12:20),19 (12:20),0,0,0,0,0,42.870555555555555,-4.52
Burgos Aeropuerto,Burgos,26.0 (16:20),13.0 (04:20),19.5,44 (14:30),28 (18:10),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,25.5 (16:30),12.7 (05:20),19.1,39 (14:30),14 (14:30),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,24.5 (16:20),12.8 (05:00),18.7,50 (13:40),26 (17:30),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,27.0 (15:30),17.0 (03:50),22,33 (21:00),15 (21:00),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,24.1 (17:00),12.1 (08:20),18.1,33 (15:10),21 (19:50),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,17.3 (16:00),10.7 (08:30),14,46 (04:10),30 (04:10),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,24.2 (17:00),13.7 (08:10),19,31 (21:20),17 (21:30),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,14.6 (15:10),9.6 (06:20),12.1,42 (03:30),28 (07:50),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,25.0 (16:40),16.0 (07:40),20.5,30 (19:50),13 (21:40),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,17.5 (16:00),10.2 (08:30),13.8,33 (11:00),21 (11:10),0.2,0,0,0.2,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,21.4 (14:50),13.2 (07:00),17.3,35 (19:20),24 (17:00),0.5,0,0,0.4,0.1,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,19.9 (18:30),8.6 (07:50),14.3,24 (14:50),14 (15:00),1.5,0,0.1,1,0.4,42.3775,-6.196666666666667
Benavente,Zamora,24.2 (15:30),14.0 (06:00),19.1,37 (16:00),17 (16:00),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,22.1 (14:20),13.2 (06:40),17.7,36 (15:40),20 (15:50),1.2,0,0,0,1.2,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,25.2 (16:20),13.1 (04:00),19.2,37 (18:00),23 (18:10),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,24.0 (16:40),16.2 (08:20),20.1,54 (16:30),15 (18:10),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,26.2 (16:00),13.0 (07:40),19.6,41 (15:30),28 (16:20),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,23.2 (16:00),14.4 (08:00),18.8,36 (18:50),20 (18:50),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,25.5 (16:50),12.4 (08:00),18.9,32 (13:20),15 (14:30),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,28.3 (17:10),17.8 (08:30),23,36 (17:20),19 (12:20),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,28.1 (17:30),17.1 (07:00),22.6,37 (17:00),18 (17:00),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,24.9 (14:00),11.3 (07:50),18.1,34 (22:40),16 (22:50),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,28.0 (17:10),17.7 (07:30),22.9,54 (13:30),27 (20:50),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,26.2 (16:50),14.7 (08:10),20.5,36 (15:00),19 (13:30),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,27.3 (16:50),17.8 (08:30),22.5,40 (14:30),23 (14:30),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,23.4 (15:40),12.2 (07:30),17.8,51 (15:00),19 (17:10),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,28.0 (17:00),19.3 (08:20),23.6,50 (17:00),30 (16:20),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,21.4 (18:10),11.8 (06:10),16.6,43 (23:00),30 (23:00),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,26.9 (16:40),15.9 (08:00),21.4,35 (23:30),17 (12:50),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,30.5 (15:50),18.6 (08:40),24.6,40 (15:10),24 (16:00),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,28.8 (17:40),17.7 (08:00),23.3,43 (14:50),24 (15:20),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,27.0 (15:20),16.6 (08:10),21.8,33 (17:00),18 (18:00),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,27.1 (18:10),16.9 (07:10),22,34 (14:50),21 (14:50),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,27.3 (18:20),17.4 (08:40),22.3,30 (19:20),13 (15:40),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,27.5 (17:30),16.5 (08:30),22,44 (18:00),30 (18:00),1.4,0,0,1.4,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,26.0 (16:50),17.9 (04:40),21.9,39 (14:10),23 (17:40),0.4,0,0,0.4,0,39.414722222222224,-7.231111111111111
Madridejos,Toledo,27.8 (17:10),16.8 (07:00),22.3,40 (16:10),22 (15:20),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,28.5 (16:50),16.9 (08:30),22.7,48 (16:20),30 (16:20),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,28.6 (18:00),19.3 (08:00),23.9,34 (16:00),18 (17:00),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,27.0 (15:20),18.9 (08:30),22.9,34 (16:10),18 (16:10),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,28.3 (15:00),18.1 (08:00),23.2,27 (14:50),11 (17:40),0,0,0,0,0,38.75055555555556,-3.391388888888889
Puebla de Don Rodrigo,Ciudad Real,28.3 (17:20),17.5 (07:40),22.9,31 (17:00),14 (16:30),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,28.4 (17:30),18.8 (07:10),23.6,31 (19:10),19 (14:10),0,0,0,0,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,28.5 (17:20),17.5 (06:30),23,35 (16:50),20 (23:30),0,0,0,0,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,29.6 (17:30),19.1 (08:20),24.4,30 (18:00),14 (18:00),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,27.3 (16:20),16.8 (06:40),22,37 (14:00),20 (14:50),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,29.2 (17:10),17.6 (08:00),23.4,33 (18:30),17 (19:40),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,30.0 (17:10),18.4 (08:10),24.2,33 (19:10),21 (21:10),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,28.8 (17:10),17.6 (07:00),23.2,43 (19:10),28 (19:40),0,0,0,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,29.3 (17:50),18.8 (08:10),24,41 (18:10),24 (15:50),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,28.0 (17:20),16.6 (08:00),22.3,45 (23:30),26 (23:59),0,0,0,0,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,28.7 (13:50),19.0 (08:00),23.9,43 (16:20),28 (17:10),0,0,0,0,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,28.3 (15:20),21.9 (01:10),25.1,53 (03:00),20 (03:20),0,0,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,30.4 (15:50),15.4 (07:50),22.9,39 (18:40),23 (10:00),0,0,0,0,0,37.505833333333335,-2.735
Santa Elena,Jaén,28.7 (16:40),17.7 (07:20),23.2,33 (18:00),18 (19:00),0,0,0,0,0,38.34444444444445,-3.5352777777777775
Jaén,Jaén,27.9 (17:00),17.9 (08:10),22.9,46 (14:00),25 (14:10),0,0,0,0,0,37.777499999999996,-3.8088888888888888
Andújar,Jaén,30.9 (17:10),20.9 (08:00),25.9,31 (16:40),18 (16:50),0,0,0,0,0,38.02305555555555,-4.063888888888889
Villanueva de Córdoba,Córdoba,27.0 (16:10),15.5 (08:20),21.3,37 (14:50),19 (17:10),0,0,0,0,0,38.33305555555556,-4.608888888888888
Córdoba Aeropuerto,Córdoba,31.4 (16:50),21.0 (04:50),26.2,33 (00:30),23 (00:30),0,0,0,0,0,37.848888888888894,-4.846666666666667
Doña Mencía,Córdoba,28.2 (17:10),16.9 (07:50),22.6,63 (17:00),21 (17:00),0,0,0,0,0,37.55611111111111,-4.353888888888888
Granada Base Aérea,Granada,31.2 (16:50),15.5 (08:00),23.4,37 (17:50),24 (18:40),0,0,0,0,0,37.13722222222222,-3.631388888888889
