Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,29.4 (14:20),19.9 (06:10),24.6,35 (15:10),24 (16:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,28.5 (15:50),20.9 (06:20),24.7,50 (16:50),36 (17:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,33.9 (18:00),17.0 (06:50),25.5,38 (17:10),21 (17:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,28.5 (16:20),22.4 (05:00),25.4,60 (17:00),34 (17:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,28.7 (14:50),19.1 (05:50),23.9,40 (16:10),17 (16:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,34.3 (16:30),15.7 (05:30),25,55 (17:20),39 (17:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,33.9 (15:00),16.1 (06:30),25,35 (14:30),18 (14:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,24.3 (17:00),18.3 (23:59),21.3,26 (14:50),16 (14:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,23.7 (14:50),13.8 (07:10),18.8,24 (12:00),14 (11:50),0.2,0.1,0.1,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,24.4 (19:00),17.2 (23:59),20.8,18 (14:40),14 (14:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,20.6 (20:40),16.1 (23:50),18.4,27 (14:20),23 (14:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,23.6 (13:50),17.9 (06:50),20.8,18 (14:40),10 (15:30),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,24.9 (14:10),13.8 (07:00),19.3,19 (14:50),8 (14:30),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,23.4 (13:50),16.4 (07:40),19.9,33 (16:40),18 (19:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,21.3 (13:30),15.4 (06:40),18.3,24 (14:30),17 (14:30),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander,Cantabria,20.9 (14:00),15.9 (07:20),18.4,26 (13:10),20 (13:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,21.6 (14:10),14.7 (06:30),18.2,30 (12:20),22 (12:40),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.7 (18:20),15.5 (07:40),18.6,29 (12:10),21 (12:00),0,0,0,0,0,43.42027777777778,-4.748055555555555
Cabo Peñas,Asturias,20.5 (19:20),14.8 (06:30),17.7,27 (12:40),18 (10:20),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,20.2 (16:40),13.6 (07:00),16.9,24 (09:20),17 (09:20),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,22.9 (18:00),13.5 (06:30),18.2,24 (14:30),12 (19:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,22.1 (17:10),12.7 (06:50),17.4,23 (03:50),12 (04:00),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,19.5 (19:00),14.8 (07:50),17.2,36 (13:40),31 (12:20),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,21.4 (16:30),15.3 (05:10),18.3,23 (20:20),12 (16:40),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,17.5 (15:00),14.1 (03:50),15.8,59 (20:40),42 (20:30),0,0,0,0,0,42.92472222222222,-9.29138888888889
