Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,34.7 (15:30),19.8 (07:00),27.3,32 (17:10),22 (17:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,32.5 (16:20),23.7 (04:30),28.1,46 (18:30),34 (18:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,39.4 (15:40),20.2 (08:10),29.8,42 (19:10),20 (18:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,32.1 (18:00),23.8 (07:10),27.9,48 (18:10),25 (18:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,34.0 (17:10),21.8 (07:00),27.9,26 (17:50),12 (15:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,37.2 (15:00),18.9 (07:10),28.1,42 (16:20),30 (19:00),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,37.6 (15:50),20.1 (06:50),28.8,27 (18:30),15 (18:30),0.1,0,0,0,0.1,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,26.2 (13:10),21.7 (01:20),24,30 (15:50),18 (15:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,29.9 (15:10),17.6 (06:20),23.8,27 (16:20),17 (16:00),0.2,0.1,0,0,0.1,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.6 (14:50),20.8 (07:10),23.7,32 (19:10),23 (19:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,25.5 (13:50),19.0 (03:30),22.3,25 (15:00),13 (15:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.8 (10:50),20.2 (06:40),21,42 (18:30),34 (18:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,24.9 (13:50),18.4 (07:00),21.6,18 (17:00),9 (13:30),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,23.9 (14:40),20.6 (07:00),22.3,28 (17:00),20 (18:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,22.5 (14:00),20.4 (05:20),21.4,22 (19:40),13 (16:50),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,23.3 (18:20),20.4 (06:30),21.8,24 (18:30),14 (14:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.3 (14:00),19.9 (06:00),21.1,23 (05:10),17 (14:40),0.2,0,0.2,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.2 (15:30),20.2 (05:00),21.7,18 (14:10),14 (14:10),0.3,0,0.1,0,0.2,43.39333333333333,-4.392222222222222
Llanes,Asturias,22.9 (15:40),20.0 (23:30),21.4,16 (12:00),9 (12:30),2.2,0,0,0,2.2,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,21.7 (14:20),19.1 (08:00),20.4,19 (15:20),11 (15:20),0.2,0,0.2,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,20.5 (18:10),19.2 (22:10),19.9,32 (01:20),20 (00:10),0.1,0,0,0.1,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,20.1 (15:00),18.3 (08:20),19.2,18 (02:40),13 (13:30),0.1,0,0.1,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,23.1 (16:10),17.8 (09:30),20.4,19 (16:20),13 (16:20),0.4,0.2,0.2,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,22.2 (14:40),18.1 (07:20),20.2,16 (16:40),8 (15:30),1.1,1,0.1,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,19.9 (18:00),18.2 (23:20),19.1,41 (02:50),29 (02:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,23.2 (14:40),18.1 (07:50),20.7,26 (19:20),15 (16:10),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,19.2 (13:30),16.4 (23:30),17.8,62 (17:40),49 (01:20),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,25.8 (17:40),15.5 (09:30),20.6,35 (20:10),24 (20:10),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,30.7 (17:20),16.3 (03:40),23.5,30 (23:20),14 (23:20),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,27.2 (16:40),17.0 (05:30),22.1,28 (21:30),9 (21:30),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,27.5 (16:20),15.6 (08:30),21.6,26 (23:00),12 (23:00),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,28.6 (15:40),17.3 (08:20),22.9,32 (16:10),19 (18:50),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,31.5 (16:50),16.1 (08:10),23.8,23 (17:10),12 (17:10),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,29.2 (14:50),14.9 (02:20),22.1,29 (15:40),19 (15:40),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,37.1 (17:20),15.3 (08:00),26.2,29 (18:20),15 (18:20),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,31.7 (17:30),12.1 (07:30),21.9,32 (19:00),13 (19:50),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,37.0 (17:30),16.2 (08:10),26.6,24 (18:50),9 (18:20),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,34.6 (17:20),7.5 (08:10),21,25 (18:10),14 (18:40),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,37.8 (17:30),17.2 (07:10),27.5,46 (19:10),23 (19:10),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,38.4 (16:20),16.9 (07:40),27.7,70 (08:20),16 (14:00),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,30.9 (14:10),13.8 (17:40),22.3,99 (17:30),39 (18:20),6.2,0,0,6.2,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,36.7 (16:30),17.0 (08:40),26.9,45 (16:50),23 (16:40),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,36.4 (14:20),15.3 (07:50),25.9,42 (18:10),21 (13:40),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,38.0 (17:30),13.7 (07:30),25.8,48 (16:50),35 (16:50),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,36.6 (15:50),13.1 (07:40),24.8,32 (17:20),10 (17:20),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,37.0 (16:30),15.2 (07:00),26.1,47 (16:40),32 (16:40),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,38.3 (16:30),18.9 (07:50),28.6,37 (17:00),17 (17:10),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,38.8 (15:40),22.1 (06:50),30.4,48 (16:10),26 (17:00),0,0,0,0,0,40.659166666666664,-4.680000000000001
