Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,18.1 (12:30),3.4 (06:30),10.8,18 (15:20),13 (19:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,17.2 (14:00),6.7 (07:40),12,30 (02:10),22 (06:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,17.4 (17:00),0.4 (08:00),8.9,13 (19:00),6 (18:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.5 (13:20),8.2 (08:00),12.3,18 (07:40),13 (02:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,17.3 (11:10),7.8 (05:40),12.5,16 (13:10),7 (05:10),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,17.2 (15:00),1.7 (08:00),9.5,22 (13:20),15 (13:30),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,16.9 (15:10),2.7 (06:20),9.8,18 (13:40),10 (14:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.6 (15:50),3.9 (06:30),12.3,21 (09:30),16 (17:00),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,13.0 (13:20),1.4 (05:00),7.2,33 (13:50),13 (13:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,17.1 (14:40),5.3 (08:10),11.2,33 (14:50),23 (15:00),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,16.0 (14:40),2.6 (04:30),9.3,26 (21:40),13 (22:00),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,14.4 (13:20),8.9 (08:20),11.6,28 (15:20),19 (15:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,16.1 (15:40),1.9 (08:10),9,21 (14:00),12 (14:00),1,0,1,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,18.5 (16:00),3.6 (04:40),11,33 (11:10),19 (11:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,17.4 (14:40),7.5 (08:10),12.4,32 (14:20),19 (13:00),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,18.1 (16:00),1.9 (07:50),10,28 (14:10),20 (16:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,15.9 (15:50),8.9 (08:10),12.4,30 (18:30),21 (18:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,14.3 (15:00),4.5 (08:30),9.4,22 (04:20),14 (01:30),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,15.5 (14:30),6.8 (07:40),11.2,26 (00:10),19 (00:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,16.0 (14:30),2.2 (07:50),9.1,21 (14:50),12 (14:40),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,14.4 (14:30),5.1 (06:20),9.7,30 (12:00),18 (12:20),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,13.5 (16:20),2.7 (08:50),8.1,13 (05:10),10 (09:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Cabo Busto,Asturias,14.5 (16:10),7.1 (07:50),10.8,36 (14:30),21 (08:50),0,0,0,0,0,43.56916666666667,-6.47
Castropol,Asturias,15.9 (16:20),3.2 (08:40),9.5,24 (08:40),12 (08:50),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,13.0 (00:20),10.4 (07:30),11.7,65 (02:30),50 (01:00),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,16.9 (14:40),8.2 (08:00),12.5,22 (09:30),14 (08:40),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,17.8 (13:50),11.5 (00:00),14.6,31 (00:40),22 (00:40),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,17.2 (15:20),4.4 (03:00),10.8,24 (12:00),13 (12:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,18.6 (15:50),1.2 (09:30),9.9,24 (11:10),15 (06:30),0,0,0,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,20.4 (14:30),9.4 (02:10),14.9,19 (06:00),10 (00:30),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,19.5 (16:10),5.7 (09:00),12.6,22 (03:40),16 (09:40),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,16.1 (16:30),-1.7 (09:00),7.2,11 (01:40),8 (01:40),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,9.9 (15:20),0.7 (06:20),5.3,44 (12:40),28 (13:10),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,16.2 (16:00),-0.2 (07:40),8,34 (18:20),16 (18:30),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,12.5 (15:10),0.5 (06:20),6.5,31 (14:00),18 (13:40),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,19.5 (16:50),0.7 (04:50),10.1,11 (21:00),5 (11:50),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,15.0 (14:50),-4.3 (07:50),5.3,41 (11:50),24 (11:50),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,13.3 (15:40),-2.8 (07:40),5.3,23 (16:30),12 (16:20),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,14.0 (16:40),0.6 (07:10),7.3,40 (10:30),22 (11:00),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,4.1 (15:10),1.1 (11:00),2.6,95 (12:10),57 (22:40),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,13.7 (15:10),-2.4 (02:20),5.6,27 (12:50),18 (13:30),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,11.4 (15:30),-2.5 (03:10),4.4,35 (12:20),22 (12:10),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,13.6 (15:30),-1.3 (08:30),6.2,37 (14:40),27 (14:10),0,0,0,0,0,42.356944444444444,-3.620277777777778
Autilla del Pino,Palencia,13.1 (15:40),0.0 (07:10),6.6,32 (19:40),19 (00:20),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,13.8 (15:30),0.5 (08:00),7.2,12 (16:10),6 (18:10),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,10.7 (14:10),5.2 (00:00),7.9,52 (08:40),22 (16:00),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,2.7 (17:10),0.2 (06:20),1.5,63 (21:00),35 (10:50),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,12.3 (13:10),3.9 (08:20),8.1,59 (21:30),36 (16:40),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,15.1 (15:00),-0.5 (08:40),7.3,28 (14:40),16 (15:20),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,9.2 (14:40),-1.9 (00:10),3.6,40 (21:30),21 (13:20),0,0,0,0,0,43.06222222222222,-5.376944444444444
