Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,30.4 (15:00),16.9 (06:30),23.6,58 (00:50),40 (00:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,26.4 (11:30),18.9 (06:50),22.6,42 (20:00),34 (20:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,29.4 (15:50),13.6 (07:30),21.5,39 (19:20),19 (17:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,25.2 (12:30),18.8 (05:30),22,41 (19:40),35 (19:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,27.5 (15:40),17.3 (06:20),22.4,24 (16:10),10 (02:50),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,28.7 (13:20),14.3 (05:30),21.5,39 (15:40),23 (15:50),2.2,0,0,1.3,0.9,41.91166666666666,2.763333333333333
Porqueres,Girona,27.6 (13:40),13.0 (05:00),20.3,33 (14:10),16 (15:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.6 (14:50),16.2 (07:10),18.4,37 (06:20),19 (09:40),2.7,1,0.1,0,1.6,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.8 (16:00),11.7 (09:00),13.8,27 (13:20),16 (12:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,21.5 (17:40),16.3 (08:20),18.9,38 (03:30),28 (03:40),0.8,0.3,0.5,0,0,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,18.4 (18:10),16.0 (23:50),17.2,47 (04:20),38 (00:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,22.0 (17:20),17.2 (07:20),19.6,27 (09:10),14 (03:00),2.1,0.3,1.8,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,18.3 (17:30),13.2 (02:00),15.7,16 (17:50),8 (10:00),0.2,0.1,0.1,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,20.4 (12:50),15.0 (06:30),17.7,33 (14:10),21 (16:10),4.1,3.2,0.9,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.6 (11:20),15.8 (05:20),17.7,30 (01:10),19 (14:30),0.1,0.1,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,21.2 (17:30),15.6 (05:30),18.4,24 (13:00),14 (14:10),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,19.7 (17:40),16.5 (06:00),18.1,28 (01:00),19 (01:00),0.2,0.2,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.8 (15:20),16.4 (07:20),18.6,29 (02:30),20 (02:30),0.2,0.1,0.1,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,20.2 (14:50),16.4 (07:20),18.3,21 (01:20),14 (01:30),0,0,0,0,0,43.42027777777778,-4.748055555555555
Cabo Peñas,Asturias,20.5 (15:40),15.8 (06:20),18.2,22 (03:20),15 (03:40),0.9,0.2,0.7,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,19.4 (14:30),14.7 (06:50),17,21 (06:50),12 (13:20),0.2,0.2,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,18.9 (11:50),13.6 (07:30),16.3,26 (17:20),14 (15:20),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,21.7 (14:30),14.3 (04:20),18,23 (17:10),11 (18:20),0.1,0.1,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,18.5 (15:00),15.3 (06:30),16.9,30 (23:20),22 (21:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,18.7 (15:30),15.6 (07:20),17.2,38 (17:40),26 (15:50),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,19.5 (15:10),14.1 (03:50),16.8,69 (23:10),50 (23:59),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,21.5 (17:00),12.9 (04:30),17.2,41 (18:00),22 (18:00),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,25.7 (16:40),14.3 (05:20),20,41 (11:00),22 (13:10),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,22.4 (16:30),14.1 (02:50),18.3,34 (18:00),12 (15:30),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,26.1 (17:20),14.5 (06:40),20.3,36 (17:30),21 (17:20),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,26.0 (17:30),14.1 (07:40),20.1,42 (17:00),31 (16:30),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,21.1 (15:20),12.8 (23:50),17,34 (18:20),17 (11:30),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,16.5 (15:30),4.8 (08:00),10.7,33 (18:30),23 (17:50),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,29.2 (17:50),11.0 (07:20),20.1,24 (19:10),13 (20:40),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,24.4 (18:30),11.7 (08:20),18,31 (17:40),13 (17:40),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,28.3 (17:10),12.4 (07:40),20.3,24 (17:30),8 (17:20),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,25.1 (17:50),10.8 (02:30),18,27 (20:50),17 (20:50),0,0,0,0,0,42.07916666666667,-7.733611111111111
