España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Reus Aeropuerto,Tarragona,31.4 (15:50),21.3 (06:30),26.3,28 (13:50),17 (13:50),0,0,0,0,0,41.144999999999996,-1.163611111111111
Barcelona Aeropuerto,Barcelona,30.1 (15:20),23.3 (06:00),26.7,33 (13:40),28 (22:20),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,35.0 (16:40),18.1 (07:30),26.6,40 (19:00),21 (19:00),0,0,0,0,0,41.72,-1.840277777777778
Barcelona,Barcelona,27.7 (10:40),23.7 (07:10),25.7,39 (22:00),33 (22:00),0,0,0,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,30.6 (12:00),20.3 (02:30),25.4,29 (15:00),12 (12:10),0,0,0,0,0,41.587500000000006,-2.54
Girona Aeropuerto,Girona,34.6 (14:10),17.5 (06:40),26,32 (14:20),21 (15:30),0,0,0,0,0,41.91166666666666,-2.763333333333333
Porqueres,Girona,31.8 (15:40),18.5 (07:10),25.1,29 (13:10),15 (16:40),1.4,0,0,1.3,0.1,42.10444444444445,-2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.0 (19:10),18.7 (06:30),21.9,24 (14:00),14 (17:00),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,20.5 (13:20),14.3 (06:20),17.4,20 (16:10),9 (22:10),1.9,0,0,0,1.9,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,25.1 (16:50),18.4 (06:30),21.8,35 (20:20),24 (21:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,23.2 (12:40),16.0 (23:59),19.6,21 (17:40),12 (16:40),3.3,0,0,0,3.3,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.9 (17:20),17.8 (04:20),19.8,34 (12:10),28 (15:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,24.4 (15:50),19.0 (22:30),21.7,27 (20:20),14 (18:10),0.8,0,0,0,0.8,43.375,-3.0216666666666665
Güeñes,Bizkaia,24.1 (14:30),14.4 (23:59),19.3,23 (17:10),9 (23:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,24.6 (16:40),16.6 (07:40),20.6,33 (16:40),20 (16:30),0.1,0,0,0,0.1,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,22.7 (15:40),16.5 (23:50),19.6,30 (19:10),22 (16:30),1,0,0,0,1,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,24.3 (15:10),16.0 (00:10),20.1,32 (16:50),22 (16:50),1,0,0,0,1,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.9 (13:20),16.3 (23:59),19.1,33 (16:10),25 (17:30),1.2,0,0,0,1.2,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,22.9 (13:40),15.9 (23:50),19.4,45 (06:20),28 (15:30),2.6,0,0,1.1,1.5,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.5 (12:40),15.7 (22:40),18.6,35 (13:20),23 (12:50),6.6,0,0,5.6,1,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.7 (10:20),15.6 (06:00),18.2,26 (12:50),14 (13:40),6.4,0,0,6.4,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,18.7 (00:00),15.6 (23:50),17.2,35 (11:00),22 (10:50),1.2,0,0,1.1,0.1,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,18.0 (09:20),14.9 (23:59),16.4,28 (07:20),17 (10:30),7.7,0,0.7,6.3,0.7,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,19.9 (12:30),13.7 (21:30),16.8,26 (14:10),15 (13:40),2,0,0,0.2,1.8,43.35333333333333,-5.874166666666667
Castropol,Asturias,18.4 (16:40),14.2 (04:50),16.3,23 (07:10),11 (06:50),6.6,0,5.8,0.8,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,19.7 (16:40),15.5 (09:10),17.6,41 (02:30),34 (02:30),6.6,0.2,6.4,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,19.9 (15:40),16.6 (23:50),18.3,28 (16:50),20 (17:00),1.6,0.8,0.8,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,17.4 (15:40),14.6 (23:40),16,51 (20:10),34 (20:10),0.8,0.6,0.2,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,19.8 (15:10),12.0 (02:30),15.9,35 (15:40),25 (18:30),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,22.6 (12:40),12.8 (04:30),17.7,21 (16:10),12 (04:40),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,20.8 (14:50),14.1 (02:40),17.4,29 (19:50),9 (19:50),0.1,0,0.1,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,22.5 (14:20),13.6 (05:40),18.1,27 (19:10),16 (15:10),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,23.2 (17:30),13.5 (04:40),18.4,35 (15:20),22 (20:20),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,20.0 (14:50),10.3 (06:40),15.2,26 (18:20),11 (18:40),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,17.9 (12:00),7.5 (23:59),12.7,31 (15:00),22 (16:10),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,26.9 (16:20),14.0 (07:30),20.4,36 (19:30),18 (17:30),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,24.3 (17:30),10.6 (07:20),17.4,33 (19:10),14 (23:50),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,29.0 (17:30),12.9 (07:50),20.9,26 (16:30),11 (16:00),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,24.9 (17:40),7.4 (07:50),16.1,32 (20:30),19 (20:30),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,30.7 (18:30),14.2 (07:20),22.5,37 (13:50),17 (21:40),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,31.1 (17:50),12.6 (07:30),21.9,31 (16:10),10 (14:00),0,0,0,0,0,41.66583333333333,-3.742777777777778
