España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Reus Aeropuerto,Tarragona,18.2 (14:20),5.3 (07:00),11.8,28 (08:40),17 (08:40),0,0,0,0,0,41.144999999999996,-1.163611111111111
Barcelona Aeropuerto,Barcelona,16.3 (16:00),6.9 (07:40),11.6,33 (07:20),25 (07:20),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,16.2 (16:20),0.7 (07:10),8.5,22 (18:40),11 (18:30),0,0,0,0,0,41.72,-1.840277777777778
Barcelona,Barcelona,15.9 (12:40),9.2 (07:40),12.5,28 (08:50),16 (08:50),0,0,0,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,17.2 (11:00),7.3 (07:10),12.3,36 (23:59),17 (23:40),0,0,0,0,0,41.587500000000006,-2.54
Girona Aeropuerto,Girona,16.7 (13:20),2.6 (04:40),9.7,46 (15:50),32 (14:20),0,0,0,0,0,41.91166666666666,-2.763333333333333
Porqueres,Girona,15.8 (14:30),1.4 (06:10),8.6,37 (13:50),20 (13:50),0.1,0,0,0.1,0,42.10444444444445,-2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,13.2 (15:50),6.7 (23:59),9.9,28 (19:20),20 (20:00),10,6.5,3.5,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,6.6 (16:10),3.9 (23:59),5.3,33 (19:50),13 (10:50),18.3,9,6.2,0.8,2.3,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,12.3 (16:10),7.8 (23:59),10.1,63 (19:00),37 (19:10),32.4,8.7,23.3,0.3,0.1,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,10.1 (14:00),5.6 (06:30),7.9,22 (20:00),11 (10:10),16.5,7.5,7,1.6,0.4,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,12.4 (14:40),8.2 (07:20),10.3,44 (06:00),27 (00:20),16.6,3.4,6.8,3.2,3.2,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,11.1 (13:00),5.8 (06:40),8.5,19 (16:10),13 (16:10),19.1,4.3,4.7,5.7,4.4,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,12.6 (16:30),6.6 (21:10),9.6,32 (12:50),17 (12:40),12.6,5.5,2.6,2.8,1.7,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,13.1 (13:00),8.4 (08:30),10.8,40 (01:20),26 (03:50),17.8,5.2,8,3.6,1,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,12.8 (13:30),6.2 (23:59),9.5,37 (03:50),23 (03:50),7.8,2.7,1.6,3.4,0.1,43.42388888888889,-3.8255555555555554
Santander,Cantabria,13.8 (12:30),8.3 (23:59),11.1,54 (11:20),40 (11:30),4.8,0.2,2,2.6,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,11.7 (11:10),7.6 (06:40),9.6,41 (08:10),23 (08:10),17.6,8.2,4.2,4.7,0.5,43.39333333333333,-4.392222222222222
Llanes,Asturias,12.5 (10:00),8.3 (02:40),10.4,27 (04:20),15 (04:20),13.4,2.2,1.6,6.6,3,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,14.1 (13:00),6.9 (06:10),10.5,33 (16:20),18 (16:20),8.4,0.8,0.4,6.8,0.4,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,13.1 (12:40),7.2 (05:50),10.2,33 (16:30),18 (01:20),6.1,0.7,1.5,1.6,2.3,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,11.3 (13:40),5.5 (06:00),8.4,28 (14:10),15 (14:10),7.6,0.8,2.2,2.6,2,43.35333333333333,-5.874166666666667
Castropol,Asturias,12.9 (17:00),7.1 (07:40),10,30 (17:10),14 (17:30),3.8,0.4,0.7,0.5,2.2,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,14.4 (16:40),10.0 (00:50),12.2,53 (23:00),36 (23:10),1.4,1.2,0,0,0.2,43.78611111111111,-7.684722222222223
Fisterra,A Coruña,12.9 (14:20),9.1 (01:40),11,43 (15:50),32 (05:30),0.2,0.2,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,13.2 (14:30),1.7 (08:10),7.4,32 (15:50),15 (15:30),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,13.5 (15:40),3.9 (07:50),8.7,25 (17:40),15 (07:50),0,0,0,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,15.0 (13:30),6.0 (08:40),10.5,30 (13:50),15 (14:10),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,14.9 (13:20),5.4 (06:20),10.1,35 (16:30),21 (17:20),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,11.0 (13:10),3.0 (08:00),7,28 (15:00),9 (15:50),1,0.4,0.2,0,0.4,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,1.6 (11:40),-1.1 (00:50),0.3,57 (16:50),34 (16:30),2.8,0.2,0,1.2,1.4,42.994166666666665,-6.4141666666666675
Ponferrada,León,11.5 (15:10),0.7 (05:10),6.1,16 (14:50),10 (14:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,9.3 (13:10),1.3 (07:10),5.3,27 (15:50),12 (15:40),0.2,0,0,0,0.2,42.339444444444446,-7.2825
Ourense,Ourense,15.5 (15:30),4.7 (05:20),10.1,19 (15:30),6 (15:30),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,9.8 (14:20),-0.2 (08:10),4.8,51 (13:10),21 (19:20),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,9.6 (14:40),1.7 (02:10),5.7,43 (13:10),20 (14:00),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,8.0 (15:10),0.4 (05:50),4.2,32 (12:20),15 (12:20),0.4,0,0,0.4,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,-1.1 (14:00),-4.1 (23:40),-2.6,66 (18:00),34 (18:00),1.6,0,0,0.2,1.4,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,6.1 (12:50),0.6 (00:10),3.3,38 (07:00),18 (16:00),2,0,0.2,0.4,1.4,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,9.0 (12:30),1.0 (01:10),5,70 (16:30),21 (05:30),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,7.6 (13:00),1.1 (23:10),4.3,33 (11:20),23 (13:10),3,0,0.4,2.6,0,42.356944444444444,-3.620277777777778
