España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Reus Aeropuerto,Tarragona,28.9 (14:50),18.7 (05:20),23.8,30 (13:20),18 (15:10),0,0,0,0,0,41.144999999999996,-1.163611111111111
Barcelona Aeropuerto,Barcelona,28.5 (15:30),20.1 (06:10),24.3,37 (13:30),30 (15:40),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,32.9 (16:20),16.7 (07:50),24.8,38 (20:00),18 (17:40),0,0,0,0,0,41.72,-1.840277777777778
Barcelona,Barcelona,26.8 (16:30),21.9 (05:10),24.3,39 (17:40),30 (17:00),0,0,0,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,29.5 (12:00),17.5 (05:30),23.5,29 (19:20),13 (19:20),0,0,0,0,0,41.587500000000006,-2.54
Girona Aeropuerto,Girona,32.9 (15:10),17.1 (05:30),25,46 (17:00),35 (17:00),0,0,0,0,0,41.91166666666666,-2.763333333333333
Porqueres,Girona,33.1 (16:30),17.2 (06:10),25.1,39 (13:10),16 (15:20),0,0,0,0,0,42.10444444444445,-2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.7 (16:50),18.4 (05:50),22.1,32 (17:50),21 (17:50),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,29.8 (16:00),13.9 (05:30),21.8,31 (17:00),18 (16:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.4 (16:20),16.5 (01:40),21.4,26 (17:20),19 (12:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,23.8 (14:10),15.3 (04:10),19.5,24 (15:20),14 (15:20),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.3 (16:10),17.0 (01:20),19.1,33 (09:50),26 (10:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,24.6 (13:00),18.2 (04:00),21.4,23 (13:40),14 (13:20),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,28.1 (14:20),14.6 (02:40),21.4,27 (16:10),12 (18:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,27.4 (13:50),17.3 (06:30),22.3,37 (15:20),28 (16:00),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,21.7 (10:00),15.4 (01:20),18.6,20 (12:20),13 (16:00),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,24.2 (12:30),12.5 (06:20),18.4,32 (13:20),16 (16:10),4,0,0,0,4,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.5 (13:00),15.4 (06:40),18.4,28 (23:30),19 (11:40),5.6,0,0,0,5.6,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,21.6 (14:30),14.1 (06:30),17.9,17 (14:50),12 (14:50),1.5,0,0,0,1.5,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.2 (17:30),14.4 (07:10),17.8,18 (15:10),12 (15:10),0.2,0,0,0,0.2,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,22.4 (18:20),13.0 (06:10),17.7,11 (15:30),8 (13:20),0.8,0,0,0.6,0.2,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,20.4 (17:10),15.8 (07:20),18.1,27 (05:20),20 (07:50),2.1,0,0,1.6,0.5,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,21.0 (12:30),14.4 (05:10),17.7,21 (12:50),17 (19:30),2.7,0,0,1.5,1.2,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,21.1 (15:30),14.6 (03:50),17.9,15 (17:10),9 (21:00),0.8,0,0,0.2,0.6,43.35333333333333,-5.874166666666667
Castropol,Asturias,23.0 (17:30),15.1 (06:00),19.1,36 (22:30),15 (22:40),0.8,0,0,0.6,0.2,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,20.0 (16:10),15.7 (04:50),17.8,53 (23:30),43 (23:40),2,0,0,2,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,22.1 (10:20),17.2 (03:40),19.7,41 (21:10),19 (21:20),1.8,0,0.4,1.4,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,17.8 (01:40),14.4 (12:00),16.1,60 (19:20),47 (19:50),8.2,0,0.4,6.8,1,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,19.8 (15:40),14.5 (06:00),17.1,30 (15:40),19 (15:40),1.4,0,0,0,1.4,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.3 (14:40),14.6 (05:20),17.9,26 (18:20),9 (18:20),5.4,0,0.3,0.2,4.9,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,20.7 (15:00),15.6 (07:40),18.2,31 (18:50),12 (15:30),0.9,0,0,0,0.9,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,21.4 (16:00),14.8 (03:20),18.1,20 (16:10),9 (16:10),7.4,0,1,3,3.4,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,22.0 (16:30),14.0 (02:20),18,35 (17:10),25 (17:20),2.5,0,1.4,0.9,0.2,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,22.2 (16:40),13.4 (03:40),17.8,29 (21:00),11 (21:00),1.2,0,0,0.8,0.4,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,17.1 (11:10),10.6 (02:20),13.9,43 (14:20),23 (20:30),0.2,0,0,0,0.2,42.994166666666665,-6.4141666666666675
Ponferrada,León,24.7 (15:20),13.7 (07:10),19.2,20 (20:50),9 (21:00),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,23.4 (15:20),12.1 (06:10),17.8,24 (11:50),12 (00:20),0.6,0,0,0,0.6,42.339444444444446,-7.2825
Ourense,Ourense,22.6 (16:30),15.5 (05:30),19.1,19 (17:10),10 (17:10),0.4,0,0.2,0,0.2,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,25.1 (14:50),9.2 (05:30),17.2,29 (17:20),14 (17:20),0.3,0,0,0.1,0.2,42.07916666666667,-7.733611111111111
Soria,Soria,31.7 (18:40),13.0 (07:10),22.4,25 (17:20),12 (17:40),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,34.1 (18:00),10.5 (07:00),22.3,33 (15:30),14 (18:40),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,24.6 (18:30),12.8 (04:10),18.7,39 (17:30),26 (08:00),0,0,0,0,0,41.19194444444444,-3.475277777777778
Palacios de la Sierra,Burgos,30.3 (16:50),8.8 (07:10),19.5,33 (17:20),17 (17:30),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,31.8 (16:50),9.5 (07:00),20.6,45 (17:50),29 (18:20),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,31.3 (17:10),8.8 (07:10),20,30 (15:10),14 (19:10),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,31.1 (17:30),12.4 (06:20),21.8,44 (14:30),27 (19:30),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,33.1 (17:10),15.2 (07:30),24.1,35 (18:50),18 (15:40),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,31.5 (16:40),12.5 (06:30),22,37 (18:20),20 (17:20),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,24.8 (17:50),13.6 (05:50),19.2,33 (15:20),18 (09:20),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,31.9 (17:20),14.9 (07:10),23.4,35 (18:00),21 (19:40),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,31.8 (17:20),15.4 (07:20),23.6,32 (20:40),13 (19:20),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,19.7 (16:20),7.9 (05:00),13.8,36 (14:30),25 (14:30),1.6,0,0,0,1.6,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,26.2 (16:20),12.5 (06:20),19.4,30 (20:00),18 (20:10),3.1,0,0,0,3.1,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,25.8 (16:20),9.2 (05:40),17.5,38 (14:30),22 (14:30),1.2,0,0,0,1.2,42.3775,-6.196666666666667
Benavente,Zamora,31.6 (17:00),14.2 (06:40),22.9,41 (21:10),18 (20:30),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,28.1 (16:10),8.3 (06:40),18.2,44 (14:30),20 (20:20),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,31.2 (16:10),10.3 (06:30),20.8,37 (16:00),23 (16:00),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,31.8 (18:00),14.7 (07:30),23.2,35 (14:50),16 (22:00),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,32.2 (16:50),13.2 (07:00),22.7,41 (18:00),27 (18:00),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,32.1 (17:20),11.9 (07:00),22,45 (19:50),24 (19:30),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,30.9 (17:00),8.3 (07:10),19.6,35 (17:40),16 (13:20),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,34.8 (18:00),18.4 (07:20),26.6,53 (17:30),22 (16:30),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,35.1 (18:10),14.6 (07:20),24.8,37 (16:50),15 (17:30),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,31.5 (17:30),10.7 (06:00),21.1,30 (15:10),11 (18:00),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,34.7 (17:50),14.0 (07:00),24.4,54 (13:10),27 (18:50),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,30.5 (14:50),7.5 (07:00),19,36 (15:30),20 (13:00),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,33.6 (17:30),16.2 (07:00),24.9,42 (19:30),21 (16:50),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,30.5 (17:40),17.3 (07:00),23.9,36 (16:40),20 (19:40),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,35.9 (18:10),19.8 (06:50),27.9,42 (15:20),24 (19:00),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,31.8 (19:20),14.2 (05:10),23,36 (20:50),25 (23:20),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,32.0 (18:00),15.2 (06:40),23.6,37 (19:30),17 (18:20),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,37.5 (18:30),13.7 (06:40),25.6,42 (17:30),19 (19:00),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,36.5 (16:50),14.1 (07:00),25.3,35 (16:40),17 (17:10),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,33.6 (17:00),19.1 (07:10),26.3,35 (19:00),14 (18:20),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,34.2 (17:20),19.1 (06:50),26.7,33 (15:20),20 (03:20),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,34.6 (18:30),17.5 (07:10),26,27 (17:50),12 (22:10),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,35.5 (18:10),17.2 (07:10),26.4,42 (21:30),23 (21:20),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,31.9 (17:30),16.9 (06:20),24.4,39 (20:40),24 (21:10),0,0,0,0,0,39.414722222222224,-7.231111111111111
Madridejos,Toledo,35.1 (17:20),17.2 (05:00),26.1,44 (14:00),22 (20:40),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,35.3 (17:40),13.9 (06:50),24.6,44 (17:30),22 (17:50),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,37.0 (17:30),19.2 (02:50),28.1,26 (15:40),14 (08:40),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,35.6 (15:50),19.7 (07:20),27.6,36 (17:30),17 (21:30),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,35.8 (16:20),17.9 (06:40),26.8,32 (17:20),13 (18:40),0,0,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,35.3 (16:40),18.2 (07:10),26.8,34 (17:10),24 (19:40),0,0,0,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,35.7 (16:00),15.1 (07:20),25.4,27 (12:50),15 (15:00),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,34.4 (17:30),16.0 (07:10),25.2,34 (18:10),18 (15:30),0,0,0,0,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,36.7 (16:50),17.5 (07:20),27.1,37 (20:00),27 (20:00),0,0,0,0,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,35.4 (17:40),17.8 (07:20),26.6,24 (18:10),11 (15:50),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,35.5 (17:00),18.2 (05:50),26.9,37 (18:10),22 (18:50),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,34.7 (17:10),13.3 (06:50),24,32 (19:40),18 (19:40),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,34.4 (17:20),15.7 (07:10),25.1,33 (18:10),22 (16:50),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,34.6 (17:30),15.2 (07:10),24.9,45 (18:50),25 (18:30),0,0,0,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,30.4 (19:00),18.6 (08:00),24.5,36 (23:20),19 (17:10),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,34.7 (16:40),18.1 (07:20),26.4,48 (02:00),28 (01:50),0,0,0,0,0,37.868611111111115,-6.675000000000001
