España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Estaca de Bares,A Coruña,14.5 (14:40),11.1 (02:40),12.8,64 (06:30),55 (06:30),21.4,20.8,0.6,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,17.0 (16:10),11.4 (09:00),14.2,50 (04:00),30 (04:00),3.4,3.4,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,14.9 (14:00),11.0 (07:50),12.9,51 (23:59),38 (23:59),0.5,0.5,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,14.1 (14:00),9.5 (09:10),11.8,33 (15:10),19 (14:20),4,3.9,0.1,0,0,42.88805555555555,-8.410555555555556
Santiago de Compostela,A Coruña,14.9 (15:10),10.0 (08:20),12.4,31 (16:20),10 (16:00),5.1,4.9,0.2,0,0,42.876111111111115,-8.555833333333334
Hellín,Albacete,17.2 (14:30),9.9 (22:40),13.6,53 (13:40),34 (12:20),0,0,0,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,15.1 (12:40),6.9 (23:59),11,64 (15:40),46 (11:00),0,0,0,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,12.1 (16:00),4.9 (23:59),8.5,63 (15:40),43 (11:30),0,0,0,0,0,38.93583333333333,-1.66
Albacete,Albacete,15.2 (15:50),7.5 (23:59),11.3,50 (14:50),21 (11:00),0,0,0,0,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,23.8 (14:40),12.3 (05:30),18,65 (15:10),47 (15:10),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,24.5 (12:50),13.6 (06:40),19.1,51 (16:00),21 (17:00),0,0,0,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,24.6 (13:50),12.2 (06:20),18.4,55 (17:20),30 (17:00),0,0,0,0,0,38.78361111111111,-0.16777777777777778
Roquetas de Mar,Almería,19.3 (14:20),10.9 (23:59),15.1,63 (10:40),36 (14:10),0,0,0,0,0,36.68694444444444,-2.7016666666666667
Abla,Almería,19.2 (12:20),9.0 (23:20),14.1,33 (20:40),14 (17:20),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,19.6 (15:50),12.4 (04:50),16,42 (15:50),27 (15:50),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Huércal-Overa,Almería,21.7 (13:50),10.1 (04:50),15.9,54 (14:40),33 (14:50),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Vitoria Gasteiz Aeropuerto,Araba/Álava,12.0 (00:10),6.5 (23:59),9.3,45 (15:40),29 (17:20),8,0.3,2.8,4.4,0.5,42.871944444444445,-2.7327777777777778
Llanes,Asturias,14.6 (14:50),9.5 (23:59),12.1,41 (07:10),21 (14:30),11.6,9.2,2.2,0.2,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,16.3 (14:50),6.8 (23:59),11.5,31 (14:50),17 (14:00),8.6,5,3.6,0,0,43.52305555555555,-5.621111111111111
