España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Reus Aeropuerto,Tarragona,30.3 (15:50),15.4 (07:50),22.8,37 (13:10),28 (13:10),0,0,0,0,0,41.144999999999996,-1.163611111111111
Barcelona Aeropuerto,Barcelona,27.5 (15:20),18.6 (07:30),23.1,41 (14:00),32 (13:40),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,29.1 (18:00),13.0 (08:40),21.1,27 (19:30),13 (14:30),0,0,0,0,0,41.72,-1.840277777777778
Barcelona,Barcelona,27.6 (16:20),19.4 (07:10),23.5,30 (15:10),22 (13:20),0,0,0,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,28.7 (13:40),17.5 (04:20),23.1,27 (12:00),15 (12:30),0,0,0,0,0,41.587500000000006,-2.54
Girona Aeropuerto,Girona,28.2 (17:30),13.7 (06:40),21,32 (18:00),21 (15:30),0,0,0,0,0,41.91166666666666,-2.763333333333333
Porqueres,Girona,28.0 (15:50),13.9 (07:30),20.9,19 (16:10),10 (17:00),0,0,0,0,0,42.10444444444445,-2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,22.4 (11:20),16.2 (23:59),19.3,35 (13:00),22 (12:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,20.3 (12:40),12.8 (23:40),16.5,30 (13:30),18 (13:20),0.2,0,0,0.1,0.1,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.9 (12:00),16.5 (23:20),19.7,54 (12:00),37 (12:30),0.4,0,0,0.1,0.3,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,22.1 (04:40),14.2 (01:10),18.2,43 (04:30),19 (06:10),0.4,0,0,0.2,0.2,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,23.0 (05:10),16.8 (14:20),19.9,60 (10:40),46 (11:40),2,0,0,1.8,0.2,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,21.9 (11:20),14.8 (00:30),18.3,48 (05:10),18 (04:00),0,0,0,0,0,43.20333333333333,-3.104722222222222
Castro Urdiales,Cantabria,23.1 (04:30),16.8 (23:59),19.9,42 (03:30),24 (10:20),0.2,0,0,0.2,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,21.8 (02:20),16.2 (23:30),19,33 (10:10),21 (10:20),0.4,0,0.3,0.1,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.2 (02:00),16.2 (23:50),19.2,52 (09:20),34 (09:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,19.4 (15:30),15.1 (22:10),17.3,50 (10:00),30 (10:00),1.4,0,0,0,1.4,43.39333333333333,-4.392222222222222
Llanes,Asturias,20.0 (13:50),16.0 (03:40),18,47 (09:40),25 (21:50),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.0 (15:50),13.9 (03:20),16.9,29 (08:30),13 (08:50),0.6,0,0.6,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,20.0 (05:10),15.7 (09:30),17.8,55 (07:50),33 (07:50),0.7,0.5,0.2,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,18.9 (15:20),14.4 (08:20),16.6,52 (07:20),35 (08:00),2.5,0.9,1.6,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,18.2 (15:40),13.1 (10:00),15.7,28 (09:30),16 (09:30),3.6,0,3.6,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,22.7 (14:00),12.6 (23:59),17.7,60 (04:30),24 (05:40),1.1,0,1.1,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,19.9 (00:10),14.6 (07:20),17.3,93 (03:30),72 (03:30),2.4,2.4,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,20.4 (14:10),15.0 (07:40),17.7,54 (01:40),23 (01:30),7.6,7.6,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,17.4 (03:00),14.0 (06:00),15.7,80 (03:00),62 (03:10),7.2,7.2,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,19.8 (15:40),11.5 (09:10),15.6,46 (02:50),25 (05:30),9.5,9.5,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,23.6 (16:20),12.8 (23:50),18.2,37 (02:40),14 (02:30),16.9,16.9,0,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,23.2 (16:50),14.7 (23:59),19,28 (05:10),16 (14:50),10.2,9.6,0.6,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,21.4 (14:50),13.8 (23:50),17.6,37 (04:10),24 (03:30),9.5,4.2,5.3,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,21.3 (16:50),10.8 (23:59),16,43 (01:10),15 (00:50),4,0.2,3.8,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,13.5 (15:10),7.1 (21:30),10.3,71 (01:30),38 (00:50),0.8,0,0.8,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,23.8 (17:40),13.8 (04:50),18.8,23 (18:00),15 (18:00),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,20.1 (16:10),11.9 (23:59),16,25 (17:40),11 (17:30),0.4,0,0.2,0.2,0,42.339444444444446,-7.2825
Ourense,Ourense,24.7 (19:00),16.4 (05:00),20.6,14 (23:20),6 (18:10),2,0,1.8,0.2,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,21.3 (16:00),13.3 (04:00),17.3,24 (16:20),14 (16:40),0.9,0,0.8,0.1,0,42.07916666666667,-7.733611111111111
Soria,Soria,23.9 (17:50),10.8 (03:20),17.3,36 (10:10),23 (10:10),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,21.5 (17:30),9.4 (07:20),15.4,24 (12:30),11 (12:00),0,0,0,0,0,41.66583333333333,-3.742777777777778
