España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Reus Aeropuerto,Tarragona,29.9 (15:30),21.2 (01:10),25.6,30 (16:00),20 (16:00),0,0,0,0,0,41.144999999999996,-1.163611111111111
Barcelona Aeropuerto,Barcelona,28.9 (14:50),22.2 (03:30),25.6,33 (16:50),26 (17:00),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,29.6 (15:10),17.6 (08:10),23.6,27 (17:30),15 (17:30),0.6,0,0,0.6,0,41.72,-1.840277777777778
Barcelona,Barcelona,27.5 (12:40),22.0 (08:20),24.8,33 (17:40),24 (15:10),0.1,0,0.1,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,28.8 (12:10),20.0 (07:20),24.4,28 (18:00),12 (17:50),0,0,0,0,0,41.587500000000006,-2.54
Girona Aeropuerto,Girona,29.9 (14:20),17.6 (07:30),23.8,37 (15:50),28 (15:50),0,0,0,0,0,41.91166666666666,-2.763333333333333
Porqueres,Girona,28.2 (14:20),17.3 (07:10),22.8,31 (18:20),13 (17:50),0.1,0,0,0,0.1,42.10444444444445,-2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,27.1 (15:30),17.2 (06:50),22.2,18 (08:40),13 (12:50),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,27.4 (16:10),14.0 (06:50),20.7,15 (17:40),8 (15:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,24.5 (16:40),16.7 (07:30),20.6,22 (13:10),18 (13:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,28.4 (14:30),15.0 (04:20),21.7,22 (15:50),13 (15:20),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,22.6 (18:10),17.8 (06:10),20.2,32 (18:20),22 (17:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,30.0 (16:40),15.1 (08:10),22.6,17 (17:10),7 (16:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,31.9 (16:10),16.0 (06:50),23.9,22 (16:10),15 (16:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,23.6 (16:00),16.7 (07:10),20.2,17 (18:40),10 (21:30),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,25.4 (17:50),14.6 (07:20),20,28 (16:00),21 (16:10),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.7 (14:50),16.9 (08:20),19.3,36 (17:20),28 (17:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,22.3 (17:50),14.6 (07:40),18.4,15 (08:00),12 (07:10),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,24.0 (14:20),15.7 (08:20),19.8,28 (18:50),17 (18:00),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,27.9 (17:00),13.5 (08:10),20.7,22 (14:50),11 (18:30),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,22.3 (16:00),16.8 (08:30),19.5,37 (22:10),30 (20:50),0.1,0,0,0,0.1,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,25.9 (16:40),15.3 (07:50),20.6,32 (16:40),24 (16:40),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,28.2 (16:10),14.6 (08:00),21.4,23 (17:00),15 (17:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,23.8 (16:10),13.9 (08:10),18.8,31 (14:00),11 (17:30),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,20.1 (16:30),15.8 (06:50),18,49 (16:40),40 (18:30),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,28.0 (15:00),17.6 (07:10),22.8,24 (17:10),17 (19:10),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,24.0 (11:10),18.9 (23:59),21.4,33 (13:50),25 (22:50),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,27.3 (14:00),15.2 (07:10),21.2,26 (19:30),14 (14:00),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,27.4 (13:50),13.7 (08:20),20.5,22 (09:50),14 (05:50),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,27.7 (13:50),16.3 (08:30),22,17 (14:20),8 (14:00),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,26.4 (16:50),17.3 (06:10),21.8,20 (01:00),12 (01:00),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,27.2 (16:10),17.2 (01:00),22.2,37 (17:30),19 (17:20),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,30.2 (15:00),10.5 (07:30),20.4,24 (16:00),12 (16:20),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Ponferrada,León,31.1 (16:50),12.4 (08:10),21.8,26 (16:40),13 (16:40),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,26.3 (14:40),11.4 (08:00),18.8,36 (14:00),14 (14:50),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,32.7 (18:10),14.2 (08:30),23.5,28 (16:40),12 (15:20),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,30.6 (17:40),8.3 (08:20),19.5,38 (11:10),21 (12:30),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,28.2 (16:10),8.4 (08:00),18.3,32 (13:50),17 (14:30),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,28.9 (16:30),9.4 (07:40),19.1,28 (17:30),9 (17:40),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,20.8 (17:00),12.0 (03:30),16.4,42 (13:10),27 (06:00),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,28.2 (15:50),9.5 (08:00),18.9,36 (15:30),17 (17:00),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,27.2 (16:40),6.3 (07:00),16.8,31 (15:20),14 (06:30),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,28.9 (17:10),7.5 (08:00),18.2,31 (17:10),21 (17:10),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,28.5 (16:40),8.6 (07:50),18.6,25 (15:20),8 (15:10),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,29.0 (17:40),10.9 (08:10),19.9,28 (16:30),19 (15:30),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,30.9 (16:50),11.6 (07:40),21.3,18 (17:20),8 (16:40),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,28.5 (17:00),10.8 (07:20),19.7,31 (17:20),17 (18:30),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,21.0 (16:30),11.4 (08:20),16.2,43 (16:30),22 (19:10),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,28.5 (16:20),13.9 (05:50),21.2,33 (15:30),22 (17:50),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,19.9 (15:30),11.7 (04:50),15.8,43 (23:40),28 (22:00),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,31.8 (17:10),11.3 (08:30),21.5,25 (17:30),12 (16:50),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,21.3 (17:50),5.7 (07:20),13.5,35 (12:30),22 (10:40),0,0,0,0,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,27.1 (18:10),11.2 (07:20),19.2,32 (15:40),18 (16:40),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,26.2 (15:20),8.5 (08:20),17.4,31 (14:50),13 (13:50),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,30.4 (17:20),11.6 (07:40),21,26 (16:40),11 (16:00),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,29.3 (16:20),7.8 (07:50),18.5,35 (13:30),17 (13:30),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,31.7 (17:10),9.5 (08:00),20.6,35 (17:50),22 (17:50),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,31.2 (17:10),12.4 (08:00),21.8,31 (17:50),15 (17:40),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,32.0 (15:30),13.5 (07:30),22.8,53 (15:20),24 (15:20),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,31.0 (16:10),11.7 (08:30),21.3,49 (15:50),22 (15:50),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,27.3 (16:30),7.6 (08:10),17.4,24 (14:50),13 (15:50),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,33.9 (18:00),18.1 (08:20),26,28 (15:40),14 (10:10),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,32.8 (17:10),12.6 (08:10),22.7,20 (03:40),14 (03:40),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,27.5 (17:10),10.1 (07:10),18.8,32 (15:40),15 (14:20),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,31.5 (18:10),13.3 (08:20),22.4,37 (18:20),16 (15:50),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,27.9 (16:20),7.8 (05:40),17.8,30 (15:00),14 (15:10),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,30.8 (17:10),14.0 (08:00),22.4,30 (14:30),15 (14:30),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,26.8 (16:50),15.7 (07:40),21.2,31 (17:10),16 (16:30),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,33.4 (15:40),16.3 (06:30),24.9,24 (17:10),15 (18:10),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,23.1 (17:20),12.5 (07:30),17.8,31 (13:10),16 (16:10),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,30.4 (17:20),13.4 (07:40),21.9,41 (17:20),15 (17:50),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,35.1 (19:00),15.4 (07:50),25.2,22 (11:50),13 (11:50),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,34.3 (16:30),15.2 (05:20),24.7,30 (13:40),15 (18:10),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,33.1 (16:50),18.5 (08:20),25.8,31 (16:00),16 (11:30),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,34.0 (16:50),16.8 (07:50),25.4,33 (14:30),17 (15:50),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,34.7 (17:20),18.4 (08:40),26.6,31 (11:50),12 (09:00),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,34.7 (16:40),15.9 (07:20),25.3,34 (10:00),19 (10:00),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,32.1 (18:40),15.9 (07:40),24,37 (18:50),19 (18:50),0,0,0,0,0,39.414722222222224,-7.231111111111111
Madridejos,Toledo,32.5 (17:30),13.7 (08:20),23.1,33 (16:00),17 (16:00),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,32.3 (18:10),14.5 (07:40),23.4,41 (15:50),16 (15:50),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,34.0 (16:40),13.1 (08:10),23.6,23 (14:50),12 (15:50),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,33.1 (15:40),15.6 (08:10),24.3,27 (15:20),12 (18:40),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,33.9 (16:10),15.8 (07:40),24.9,29 (17:50),13 (19:00),0,0,0,0,0,38.75055555555556,-3.391388888888889
Puebla de Don Rodrigo,Ciudad Real,34.7 (16:10),12.7 (08:20),23.7,33 (15:50),18 (18:10),0,0,0,0,0,39.08861111111111,-4.616388888888888
