España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Reus Aeropuerto,Tarragona,37.5 (13:00),21.3 (06:00),29.4,28 (14:30),19 (13:40),0,0,0,0,0,41.144999999999996,-1.163611111111111
Barcelona Aeropuerto,Barcelona,30.8 (10:30),24.2 (02:50),27.5,33 (06:00),23 (11:30),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,41.0 (15:20),26.3 (08:40),33.6,36 (16:30),20 (17:30),0,0,0,0,0,41.72,-1.840277777777778
Barcelona,Barcelona,29.0 (15:20),23.5 (07:30),26.3,22 (03:50),19 (10:20),0,0,0,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,32.2 (10:20),22.0 (06:10),27.1,17 (14:30),6 (11:50),0,0,0,0,0,41.587500000000006,-2.54
Girona Aeropuerto,Girona,37.5 (13:50),20.0 (07:10),28.8,33 (01:40),23 (16:40),0,0,0,0,0,41.91166666666666,-2.763333333333333
Porqueres,Girona,35.2 (15:20),21.1 (07:20),28.2,24 (15:10),13 (17:10),0,0,0,0,0,42.10444444444445,-2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.6 (14:30),20.9 (04:10),23.3,32 (15:40),20 (15:00),0.2,0,0,0.1,0.1,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,26.0 (14:30),16.3 (06:00),21.1,42 (15:40),27 (15:50),0.2,0.1,0.1,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.0 (13:40),19.6 (06:10),22.8,43 (17:10),29 (18:10),0.3,0,0,0.3,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,25.9 (13:50),18.0 (06:20),21.9,22 (14:30),13 (14:30),0.1,0.1,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.8 (10:10),18.3 (07:10),20,47 (17:10),41 (17:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,21.5 (12:30),17.3 (07:10),19.4,19 (15:10),11 (12:40),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,23.6 (18:00),18.3 (23:50),20.9,33 (18:10),21 (17:50),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,22.8 (16:20),17.9 (06:50),20.3,31 (16:50),20 (17:50),0.2,0.1,0.1,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,24.0 (15:30),20.0 (04:20),22,24 (16:20),17 (16:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.2 (15:00),18.9 (03:30),20.6,21 (00:50),14 (16:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.2 (15:40),20.0 (04:40),21.6,21 (12:40),12 (12:50),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,22.5 (16:10),19.9 (07:10),21.2,24 (03:40),17 (04:30),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,24.3 (17:10),19.8 (05:30),22,26 (17:50),13 (17:50),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,22.3 (15:30),18.9 (23:40),20.6,36 (04:00),25 (04:00),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,21.8 (17:00),18.8 (09:10),20.3,21 (02:00),14 (00:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,24.0 (16:30),17.9 (07:50),20.9,23 (16:40),14 (20:50),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,26.1 (15:30),17.3 (23:50),21.7,20 (19:20),11 (18:50),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,21.9 (16:00),18.3 (10:30),20.1,42 (00:20),32 (00:30),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,24.1 (14:20),18.4 (08:20),21.3,28 (20:20),17 (18:00),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,19.4 (18:50),16.7 (02:00),18.1,54 (16:10),40 (17:20),0,0,0,0,0,42.92472222222222,-9.29138888888889
