España,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,latitude,longitude
Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),0.0,0.0
Estaca de Bares,A Coruña,10.7 (15:00),7.9 (09:20),9.3,24 (16:30),20 (16:40),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,11.3 (15:00),3.3 (08:00),7.3,20 (10:30),13 (05:10),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,12.0 (14:40),5.1 (08:40),8.5,34 (00:40),24 (04:50),0,0,0,0,0,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,9.1 (15:20),5.2 (07:30),7.2,41 (00:40),29 (00:40),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,9.7 (17:10),-3.0 (07:50),3.3,17 (16:20),9 (16:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,12.6 (16:00),-2.4 (09:20),5.1,24 (08:10),18 (07:40),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,12.2 (16:40),0.2 (07:10),6.2,13 (19:50),6 (08:50),0,0,0,0,0,42.876111111111115,-8.555833333333334
Alicante-Elche Aeropuerto,Alacant/Alicante,14.3 (15:30),2.5 (08:00),8.4,50 (20:10),33 (20:10),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,14.1 (15:20),1.1 (07:50),7.6,16 (13:30),9 (13:20),0,0,0,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,14.8 (15:50),-0.8 (07:50),7,19 (15:20),11 (15:20),0,0,0,0,0,38.78361111111111,-0.16777777777777778
Abla,Almería,12.8 (15:40),0.8 (07:40),6.8,21 (08:30),10 (10:40),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,14.8 (15:20),5.9 (07:50),10.4,32 (07:10),24 (07:30),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Huércal-Overa,Almería,15.0 (15:10),-0.1 (08:50),7.4,19 (15:00),9 (16:40),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Vitoria Gasteiz Aeropuerto,Araba/Álava,6.1 (15:20),-1.2 (01:20),2.4,21 (21:20),12 (15:10),0,0,0,0,0,42.871944444444445,-2.7327777777777778
"Gijón, Campus",Asturias,11.9 (15:40),-2.4 (08:40),4.7,15 (17:10),9 (16:20),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,10.5 (14:30),0.7 (08:10),5.6,32 (08:10),23 (07:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,8.3 (16:30),-0.7 (07:50),3.8,14 (08:40),11 (23:59),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,13.1 (15:30),-0.1 (08:00),6.5,27 (10:00),15 (10:20),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Puerto de Leitariegos,Asturias,4.1 (14:10),-4.4 (00:10),-0.2,24 (18:30),18 (18:30),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ávila,Ávila,8.1 (16:50),-10.7 (07:00),-1.3,12 (09:30),8 (01:50),0,0,0,0,0,40.659166666666664,-4.680000000000001
Herrera del Duque,Badajoz,11.0 (16:40),-6.1 (09:10),2.5,12 (13:50),6 (09:30),0,0,0,0,0,39.169444444444444,-5.062222222222222
Don Benito,Badajoz,9.7 (16:00),-3.0 (08:50),3.3,12 (06:30),8 (06:30),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,7.5 (16:30),-1.9 (06:40),2.8,22 (09:00),17 (09:40),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,12.1 (17:10),-4.4 (05:30),3.9,11 (12:10),9 (06:40),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,10.5 (17:00),-4.3 (07:50),3.1,13 (15:20),8 (19:20),0,0,0,0,0,38.88333333333333,-6.813888888888889
Barcelona Aeropuerto,Barcelona,9.1 (15:20),1.8 (07:20),5.5,41 (13:50),31 (07:30),0,0,0,0,0,41.29277777777778,-2.0700000000000003
Manresa,Barcelona,4.2 (14:40),-3.2 (07:50),0.5,39 (15:00),21 (15:00),0,0,0,0,0,41.72,-1.840277777777778
Barcelona,Barcelona,10.1 (13:30),3.1 (01:40),6.6,40 (19:20),22 (20:20),0,0,0,0,0,41.39055555555556,-2.2
Arenys de Mar,Barcelona,12.1 (12:20),1.3 (05:10),6.7,18 (00:20),10 (00:10),0,0,0,0,0,41.587500000000006,-2.54
Santa Susanna,Barcelona,10.6 (15:10),-2.5 (06:30),4.1,14 (04:20),7 (04:10),0,0,0,0,0,41.65083333333333,-2.6969444444444446
Machichaco,Bizkaia,10.7 (19:10),7.2 (00:20),8.9,47 (18:00),36 (18:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,13.0 (15:00),5.7 (01:30),9.3,24 (21:30),12 (19:50),0,0,0,0,0,43.375,-3.0216666666666665
Bilbao Aeropuerto,Bizkaia,9.6 (17:00),3.4 (00:10),6.5,13 (08:00),9 (08:00),0,0,0,0,0,43.29805555555556,-2.906388888888889
Aranda de Duero,Burgos,0.4 (15:50),-14.7 (07:30),-7.1,14 (16:20),8 (15:30),0,0,0,0,0,41.66583333333333,-3.742777777777778
Palacios de la Sierra,Burgos,5.3 (15:10),-13.4 (08:20),-4,33 (18:00),18 (18:20),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,4.8 (15:50),-8.1 (05:50),-1.7,18 (11:00),14 (11:00),0,0,0,0,0,42.356944444444444,-3.620277777777778
Medina de Pomar,Burgos,8.2 (16:40),-5.7 (07:40),1.3,49 (00:30),5 (10:10),0,0,0,0,0,42.919999999999995,-3.4827777777777778
Navalmoral de la Mata,Cáceres,9.0 (16:50),-7.0 (07:10),1,12 (14:00),9 (21:40),0,0,0,0,0,39.94583333333333,-5.5825
